# w      Rpp                     Rps                     Rsp                     Rss
10.16    1.43101158249340e+05    5.32220982158149e-03    1.44936749719994e+00    9.88930085400180e-04
10.17    1.43516865217457e+05    5.53585750907979e-03    1.45222236482871e+00    1.03074841631746e-03
10.18    1.43924004923804e+05    5.81480540014811e-03    1.45498676138924e+00    1.08485327781119e-03
10.19    1.44325492731508e+05    6.14621443492308e-03    1.45778362071057e+00    1.14889643221804e-03
10.20    1.44727644611628e+05    6.51363347118303e-03    1.46078302920680e+00    1.21983922687582e-03
10.21    1.45134924538273e+05    6.89813494907524e-03    1.46413699925924e+00    1.29416406825226e-03
10.22    1.45548395973795e+05    7.27815482623261e-03    1.46793046788703e+00    1.36781529362867e-03
10.23    1.45977549784544e+05    7.63373435342267e-03    1.47225522165375e+00    1.43703821127655e-03
10.24    1.46426920777310e+05    7.94487625629197e-03    1.47714852667507e+00    1.49804613320301e-03
10.25    1.46902096496771e+05    8.19419968790740e-03    1.48258978677332e+00    1.54752221517306e-03
10.26    1.47406243648571e+05    8.36876875734023e-03    1.48856719888911e+00    1.58299782251174e-03
10.27    1.47947110321055e+05    8.45817010788191e-03    1.49500176172530e+00    1.60244314110505e-03
10.28    1.48523402837739e+05    8.45981311433274e-03    1.50180189483725e+00    1.60531996436548e-03
10.29    1.49134730748252e+05    8.37406322849327e-03    1.50884414649322e+00    1.59164046398812e-03
10.30    1.49785459892205e+05    8.20813044154706e-03    1.51601895690385e+00    1.56271830942372e-03
10.31    1.50472150772709e+05    7.97296975018996e-03    1.52326947311823e+00    1.52057174352611e-03
10.32    1.51189763742869e+05    7.68318619005936e-03    1.53052202290051e+00    1.46793191685787e-03
10.33    1.51933503159402e+05    7.35673775204206e-03    1.53774547339639e+00    1.40817063904753e-03
10.34    1.52699836079292e+05    7.01061915180402e-03    1.54494043808028e+00    1.34450409642717e-03
10.35    1.53480122698800e+05    6.66234792931260e-03    1.55219404120864e+00    1.28024942349860e-03
10.36    1.54272511378836e+05    6.32437094226524e-03    1.55958577618118e+00    1.21779984705187e-03
10.37    1.55071097469861e+05    6.00426251556714e-03    1.56726425588318e+00    1.15860735260747e-03
10.38    1.55870624332431e+05    5.70902582069360e-03    1.57530750666569e+00    1.10402238708938e-03
10.39    1.56670971343859e+05    5.43560068879327e-03    1.58393805672909e+00    1.05348124700197e-03
10.40    1.57466857382818e+05    5.17730090081017e-03    1.59322655845946e+00    1.00568427732322e-03
10.41    1.58260983455353e+05    4.92530949901468e-03    1.60328764677246e+00    9.58934078483798e-04
10.42    1.59050906111574e+05    4.66706865889033e-03    1.61417268719756e+00    9.10767657616201e-04
10.43    1.59839847713995e+05    4.39337332845977e-03    1.62592340080358e+00    8.59375344674501e-04
10.44    1.60627875591802e+05    4.09344074681249e-03    1.63849167780742e+00    8.02607205505431e-04
10.45    1.61417635760500e+05    3.76048265775946e-03    1.65182217794110e+00    7.39087714000620e-04
10.46    1.62207901362170e+05    3.39391904846139e-03    1.66573821955344e+00    6.68647900852090e-04
10.47    1.63001708289259e+05    2.99694659778847e-03    1.68016200565606e+00    5.91869747954429e-04
10.48    1.63797211542053e+05    2.57680558166452e-03    1.69483069502155e+00    5.10135091147323e-04
10.49    1.64594488647194e+05    2.14581357671100e-03    1.70958025132714e+00    4.25850396701417e-04
10.50    1.65390685442885e+05    1.71846545331768e-03    1.72411992888965e+00    3.41877343035494e-04
10.51    1.66182874487848e+05    1.31200636648401e-03    1.73827919599820e+00    2.61657285860431e-04
10.52    1.66969105876341e+05    9.44064650604969e-04    1.75178610430827e+00    1.88741071817621e-04
10.53    1.67748071058633e+05    6.33046200956361e-04    1.76450924658065e+00    1.26873350427852e-04
10.54    1.68516261676380e+05    3.97288404407420e-04    1.77625888585399e+00    7.98194936489716e-05
10.55    1.69274253980296e+05    2.54411117969199e-04    1.78697019653190e+00    5.12397273765715e-05
10.56    1.70019531331074e+05    2.20027851154391e-04    1.79651764198156e+00    4.44232746367869e-05
10.57    1.70753299575608e+05    3.09803180823566e-04    1.80501121493883e+00    6.27013965434522e-05
10.58    1.71476422510932e+05    5.36754863625562e-04    1.81243370728143e+00    1.08897795691107e-04
10.59    1.72189982625631e+05    9.11736709864265e-04    1.81896544898301e+00    1.85420163837273e-04
10.60    1.72896631843890e+05    1.44392004406304e-03    1.82476158021066e+00    2.94353731401430e-04
10.61    1.73596837664063e+05    2.13928184779586e-03    1.83005151977184e+00    4.37144283367534e-04
10.62    1.74291447228622e+05    2.99942045396771e-03    1.83501266231947e+00    6.14349866491803e-04
10.63    1.74982541597987e+05    4.02632036241704e-03    1.83991523405399e+00    8.26611622092809e-04
10.64    1.75668154893336e+05    5.21823337233588e-03    1.84489340921066e+00    1.07379676546433e-03
10.65    1.76349438315548e+05    6.56833069511369e-03    1.85015400658505e+00    1.35471886613282e-03
10.66    1.77024872660580e+05    8.06751881759303e-03    1.85578677922844e+00    1.66770640238135e-03
10.67    1.77694548738820e+05    9.70018362994793e-03    1.86188648924476e+00    2.00971407279063e-03
10.68    1.78357329444762e+05    1.14476527359343e-02    1.86846002911574e+00    2.37701327945063e-03
10.69    1.79014463522453e+05    1.32943119922476e-02    1.87549099873524e+00    2.76649140757549e-03
10.70    1.79667246934679e+05    1.52170089285697e-02    1.88285095493886e+00    3.17340095362583e-03
10.71    1.80317315283205e+05    1.71761284127543e-02    1.89055546393047e+00    3.58953288380215e-03
10.72    1.80967647816495e+05    1.91448891799271e-02    1.89845676859615e+00    4.00927458446266e-03
10.73    1.81622010668163e+05    2.10846453352075e-02    1.90647410000953e+00    4.42449731098855e-03
10.74    1.82285207455453e+05    2.29489599876112e-02    1.91460290996919e+00    4.82539699564026e-03
10.75    1.82962300952966e+05    2.47112791440706e-02    1.92273073277638e+00    5.20630297757004e-03
10.76    1.83655333311382e+05    2.63063545244244e-02    1.93089189349283e+00    5.55332160937227e-03
10.77    1.84366646444883e+05    2.77095022995722e-02    1.93908597132868e+00    5.86107977198858e-03
10.78    1.85099167887135e+05    2.88564666832120e-02    1.94740025670661e+00    6.11583568811715e-03
10.79    1.85848906897097e+05    2.97237692886963e-02    1.95590004147006e+00    6.31231490577355e-03
10.80    1.86617843459599e+05    3.02518590150070e-02    1.96467981855026e+00    6.43767708336687e-03
10.81    1.87399129767367e+05    3.04309949923859e-02    1.97386950962577e+00    6.48941945449007e-03
10.82    1.88188294730048e+05    3.02343137278019e-02    1.98353544005745e+00    6.46142016190183e-03
10.83    1.88978290422811e+05    2.96440020171467e-02    1.99376935848246e+00    6.34938388860667e-03
10.84    1.89759822294677e+05    2.86713434265529e-02    2.00454134068621e+00    6.15511602299893e-03
10.85    1.90528882305682e+05    2.73258334678805e-02    2.01589430632930e+00    5.88009520069000e-03
10.86    1.91276445323422e+05    2.56491365874136e-02    2.02780251350245e+00    5.53264801059877e-03
10.87    1.91996202837586e+05    2.36891940239656e-02    2.04011596428031e+00    5.12248539321006e-03
10.88    1.92682551767022e+05    2.14972873615999e-02    2.05261025276727e+00    4.66013433952878e-03
10.89    1.93333685026270e+05    1.91498703648273e-02    2.06515193526389e+00    4.16173036217129e-03
10.90    1.93950373918784e+05    1.67256105828453e-02    2.07752839280945e+00    3.64407103451772e-03
10.91    1.94533077793949e+05    1.43032529251407e-02    2.08951990590899e+00    3.12413974098899e-03
10.92    1.95085752036398e+05    1.19668414962871e-02    2.10090378937608e+00    2.62031116270908e-03
10.93    1.95617928037268e+05    9.78981459896300e-03    2.11157649693490e+00    2.14886679038703e-03
10.94    1.96133929731980e+05    7.84185371372588e-03    2.12141487907409e+00    1.72540595851917e-03
10.95    1.96646456606521e+05    6.17641364087062e-03    2.13040115667735e+00    1.36213990999580e-03
10.96    1.97163557075790e+05    4.83256770497970e-03    2.13860149672050e+00    1.06819609624148e-03
10.97    1.97695120746133e+05    3.83718383240646e-03    2.14602158280245e+00    8.50057146483966e-04
10.98    1.98247379927707e+05    3.19472190488982e-03    2.15280172193878e+00    7.09261462465311e-04
10.99    1.98825937662241e+05    2.89317564772775e-03    2.15912719278593e+00    6.43672622296270e-04
11.00    1.99437830727130e+05    2.91208126745152e-03    2.16520211141789e+00    6.49230965103101e-04
11.01    2.00082009963209e+05    3.20989450538661e-03    2.17116866460097e+00    7.17101590523893e-04
11.02    2.00758548743903e+05    3.74273270292574e-03    2.17721640306169e+00    8.37856763610665e-04
11.03    2.01462860915596e+05    4.45405507455826e-03    2.18347299427165e+00    9.99143965767150e-04
11.04    2.02191942951593e+05    5.29470222719815e-03    2.19006030805675e+00    1.19017307556664e-03
11.05    2.02941157227796e+05    6.21310188071960e-03    2.19700210067372e+00    1.39953826966242e-03
11.06    2.03705550511164e+05    7.15405404849839e-03    2.20445393182317e+00    1.61492396157562e-03
11.07    2.04474441751366e+05    8.08183786193715e-03    2.21223433451807e+00    1.82829544850900e-03
11.08    2.05246226028412e+05    8.96141731455456e-03    2.22037391072345e+00    2.03174409506540e-03
11.09    2.06012490533732e+05    9.77877010477009e-03    2.22878784282919e+00    2.22202505755184e-03
11.10    2.06771777155775e+05    1.05121743314596e-02    2.23745427663758e+00    2.39414250894778e-03
11.11    2.07517923491482e+05    1.11701684108857e-02    2.24616902788769e+00    2.54991923934851e-03
11.12    2.08247826033231e+05    1.17374893442212e-02    2.25482683341546e+00    2.68575239172084e-03
11.13    2.08956947797061e+05    1.22436489714908e-02    2.26332639586445e+00    2.80825122029783e-03
11.14    2.09646025482403e+05    1.27001724569385e-02    2.27160110725274e+00    2.91997732681360e-03
11.15    2.10314898837296e+05    1.31160929821950e-02    2.27961744902392e+00    3.02292376171768e-03
11.16    2.10962616307089e+05    1.35032233501422e-02    2.28736270109424e+00    3.11971553002205e-03
11.17    2.11589332078133e+05    1.38819204267813e-02    2.29478681574914e+00    3.21497789392158e-03
11.18    2.12201185997435e+05    1.42547347555314e-02    2.30200412913071e+00    3.30929926124393e-03
11.19    2.12800726861967e+05    1.46171235350531e-02    2.30918011044355e+00    3.40155854541851e-03
11.20    2.13393072057880e+05    1.49838344470188e-02    2.31634334092865e+00    3.49516050310003e-03
11.21    2.13986367766306e+05    1.53280686825598e-02    2.32369211981117e+00    3.58382599833876e-03
11.22    2.14583899357634e+05    1.56688748440002e-02    2.33133291318655e+00    3.67193555222169e-03
11.23    2.15198322831862e+05    1.59762416800157e-02    2.33945267733449e+00    3.75248194973116e-03
11.24    2.15833217796317e+05    1.62675204120792e-02    2.34812180803030e+00    3.82945146062536e-03
11.25    2.16495580194379e+05    1.65248840673235e-02    2.35742247188775e+00    3.89864457752740e-03
11.26    2.17190517320486e+05    1.67737403320842e-02    2.36740083468983e+00    3.96602932637707e-03
11.27    2.17923130185142e+05    1.70124954554832e-02    2.37809094432886e+00    4.03128424003774e-03
11.28    2.18693765998292e+05    1.72558320778783e-02    2.38938486095832e+00    4.09790874813325e-03
11.29    2.19501188008552e+05    1.75284375701865e-02    2.40115913342592e+00    4.17182380283934e-03
11.30    2.20344788078711e+05    1.78507383380600e-02    2.41331601878925e+00    4.25804471600507e-03
11.31    2.21215671983247e+05    1.82375673130434e-02    2.42565475684539e+00    4.36019783302879e-03
11.32    2.22111851369788e+05    1.87217396674260e-02    2.43806148861267e+00    4.48637072031896e-03
11.33    2.23023552670665e+05    1.92897339595909e-02    2.45032348144156e+00    4.63349692309406e-03
11.34    2.23943616029153e+05    1.99677014419935e-02    2.46235937742841e+00    4.80810407008487e-03
11.35    2.24863945134240e+05    2.07575730141492e-02    2.47402952614581e+00    5.01088422859858e-03
11.36    2.25773206654209e+05    2.16342522402170e-02    2.48529838032850e+00    5.23600665961102e-03
11.37    2.26666916696130e+05    2.25957241700397e-02    2.49620694757127e+00    5.48321998375484e-03
11.38    2.27540055942658e+05    2.36023001624483e-02    2.50684695576907e+00    5.74307176602944e-03
11.39    2.28382772593467e+05    2.46371740070303e-02    2.51723812999532e+00    6.01155258615973e-03
11.40    2.29192863291143e+05    2.56815304817539e-02    2.52759522061527e+00    6.28414358653815e-03
11.41    2.29964742158350e+05    2.66945879525792e-02    2.53806922705905e+00    6.55083181108487e-03
11.42    2.30695104654849e+05    2.76615184653944e-02    2.54880973071582e+00    6.80790595461504e-03
11.43    2.31382489090362e+05    2.85558571557088e-02    2.55989746088807e+00    7.04868049824186e-03
11.44    2.32021475636063e+05    2.93594479550735e-02    2.57137977859729e+00    7.26842771404155e-03
11.45    2.32613420362942e+05    3.00637277868773e-02    2.58342476121917e+00    7.46477649033554e-03
11.46    2.33156759857630e+05    3.06392557219540e-02    2.59592101219313e+00    7.63012446373790e-03
11.47    2.33648482052798e+05    3.11079950289150e-02    2.60873691986472e+00    7.76949756367138e-03
11.48    2.34087829654325e+05    3.14514854561744e-02    2.62189379610814e+00    7.87795157166090e-03
11.49    2.34480252462329e+05    3.16724906565499e-02    2.63513025169308e+00    7.95586934119751e-03
11.50    2.34820786299411e+05    3.17631161704505e-02    2.64836622526644e+00    8.00079210991749e-03
11.51    2.35117767703626e+05    3.17372219741433e-02    2.66139514036174e+00    8.01589188709234e-03
11.52    2.35371347917162e+05    3.15671347249240e-02    2.67413558758826e+00    7.99381981143211e-03
11.53    2.35591509387515e+05    3.12977630087080e-02    2.68651524990158e+00    7.94563984883491e-03
11.54    2.35782077369381e+05    3.09026618941682e-02    2.69844994991421e+00    7.86439914543219e-03
11.55    2.35951644833206e+05    3.04072620533919e-02    2.70991058522634e+00    7.75632001683224e-03
11.56    2.36110757975740e+05    2.98179633266865e-02    2.72097103432147e+00    7.62295694734671e-03
11.57    2.36264952948955e+05    2.91523468342594e-02    2.73167115850214e+00    7.46865347210478e-03
11.58    2.36423226551626e+05    2.84295599150501e-02    2.74215484067191e+00    7.29832189211065e-03
11.59    2.36592415706846e+05    2.76608012382686e-02    2.75235988915889e+00    7.11482179385879e-03
11.60    2.36775096270051e+05    2.68586710450598e-02    2.76241442798282e+00    6.92141816268530e-03
11.61    2.36977025948212e+05    2.60461410944451e-02    2.77248916270034e+00    6.72412348805743e-03
11.62    2.37199477204464e+05    2.52280128492893e-02    2.78257882694567e+00    6.52424680262775e-03
11.63    2.37440742549342e+05    2.44179668427255e-02    2.79267123821991e+00    6.32536462731588e-03
11.64    2.37703649788201e+05    2.36379492349165e-02    2.80283989829825e+00    6.13330192316090e-03
11.65    2.37985643630199e+05    2.28653723674724e-02    2.81298679333248e+00    5.94225566513114e-03
11.66    2.38284167314907e+05    2.21119827587310e-02    2.82310704028829e+00    5.75531769671102e-03
11.67    2.38600329229286e+05    2.13885915233343e-02    2.83319166031956e+00    5.57539308842090e-03
11.68    2.38936485179564e+05    2.07051528495077e-02    2.84314834963807e+00    5.40517085737661e-03
11.69    2.39291581729729e+05    2.00386381787391e-02    2.85293202358000e+00    5.23869108320922e-03
11.70    2.39665786590248e+05    1.94236964653932e-02    2.86241291354795e+00    5.08505527687920e-03
11.71    2.40062282713198e+05    1.88462413451751e-02    2.87158080563536e+00    4.94067853067226e-03
11.72    2.40486087593923e+05    1.83094044654066e-02    2.88042933199971e+00    4.80649985292371e-03
11.73    2.40934967171661e+05    1.78402879066259e-02    2.88885890803634e+00    4.68966406589714e-03
11.74    2.41411174942025e+05    1.74265118848073e-02    2.89694859670355e+00    4.58702590699984e-03
11.75    2.41915516436378e+05    1.70799392212651e-02    2.90467683349518e+00    4.50181213846443e-03
11.76    2.42449443251364e+05    1.68043423785527e-02    2.91206177359851e+00    4.43513053705972e-03
11.77    2.43005179387279e+05    1.66110252824168e-02    2.91905174957645e+00    4.38998545777756e-03
11.78    2.43589362154863e+05    1.64791832638196e-02    2.92593496634786e+00    4.36106215149596e-03
11.79    2.44193481986590e+05    1.64270470535746e-02    2.93260718051194e+00    4.35320270198796e-03
11.80    2.44816704151680e+05    1.64649569396853e-02    2.93910453934121e+00    4.36924098836278e-03
11.81    2.45456188725356e+05    1.65531746587087e-02    2.94565159873831e+00    4.39872101107423e-03
11.82    2.46113695769569e+05    1.67171866864740e-02    2.95229233151015e+00    4.44848235817256e-03
11.83    2.46785823873059e+05    1.69493178526921e-02    2.95917031167612e+00    4.51656548863546e-03
11.84    2.47471625859120e+05    1.72239715544750e-02    2.96629701341095e+00    4.59618242144920e-03
11.85    2.48172405011113e+05    1.75669375570036e-02    2.97372649112437e+00    4.69427023342303e-03
11.86    2.48892197752098e+05    1.79521980303221e-02    2.98166357789384e+00    4.80397179699047e-03
11.87    2.49632668200557e+05    1.83975223058442e-02    2.99011373605594e+00    4.93009780438541e-03
11.88    2.50392787565828e+05    1.88849852597720e-02    2.99904502550672e+00    5.06786762038516e-03
11.89    2.51180674300868e+05    1.94148199555988e-02    3.00864120317893e+00    5.21750562766141e-03
11.90    2.51995268611911e+05    1.99868918146011e-02    3.01877030593908e+00    5.37895563780153e-03
11.91    2.52841727108898e+05    2.06114855948906e-02    3.02940681084224e+00    5.55517047074114e-03
11.92    2.53717387453228e+05    2.12792835123278e-02    3.04051231786339e+00    5.74363270400664e-03
11.93    2.54625262646316e+05    2.19908563412391e-02    3.05200855526748e+00    5.94465755587265e-03
11.94    2.55564856183482e+05    2.27569936132511e-02    3.06378122712291e+00    6.16125156211613e-03
11.95    2.56537527046274e+05    2.35683192916319e-02    3.07586616332356e+00    6.39102127540610e-03
11.96    2.57534293909453e+05    2.44249297350843e-02    3.08810319259233e+00    6.63400059669510e-03
11.97    2.58559897141448e+05    2.53385092210296e-02    3.10046608789152e+00    6.89356735891769e-03
11.98    2.59604146113330e+05    2.62985640939716e-02    3.11280258482901e+00    7.16688118720855e-03
11.99    2.60670939297155e+05    2.72941081332074e-02    3.12536055222437e+00    7.45110294788203e-03
12.00    2.61754864077400e+05    2.83248953258715e-02    3.13797362506422e+00    7.74626568841103e-03
12.01    2.62853830816594e+05    2.93667139291513e-02    3.15085901816942e+00    8.04577555754926e-03
12.02    2.63965830663054e+05    3.04307100347340e-02    3.16407295543492e+00    8.35274926275964e-03
12.03    2.65089514144737e+05    3.14793162558473e-02    3.17766554592642e+00    8.65693735232614e-03
12.04    2.66224434834909e+05    3.24979620689279e-02    3.19164892679056e+00    8.95427448193170e-03
12.05    2.67375772567789e+05    3.34721780327442e-02    3.20634123610276e+00    9.24089476142411e-03
12.06    2.68537392011210e+05    3.44125432898153e-02    3.22158711119154e+00    9.51956648131322e-03
12.07    2.69711989801438e+05    3.52642067807634e-02    3.23754723209584e+00    9.77514323978834e-03
12.08    2.70901792145072e+05    3.60505911176235e-02    3.25428112645951e+00    1.00140252647927e-02
12.09    2.72100948505280e+05    3.67409606489628e-02    3.27152415579902e+00    1.02274300443235e-02
12.10    2.73313996796200e+05    3.73735580911500e-02    3.28942609774101e+00    1.04260528009332e-02
12.11    2.74541759657376e+05    3.79317420173547e-02    3.30799716395678e+00    1.06051698603882e-02
12.12    2.75774664379855e+05    3.84400336737780e-02    3.32685085433998e+00    1.07713097873674e-02
12.13    2.77019636825087e+05    3.89113252201759e-02    3.34608952516788e+00    1.09282665262780e-02
12.14    2.78267619243922e+05    3.93432908219408e-02    3.36550650382312e+00    1.10750851122297e-02
12.15    2.79524006945694e+05    3.98079817043011e-02    3.38509062796609e+00    1.12322085899305e-02
12.16    2.80782532730653e+05    4.02617106441207e-02    3.40479680731113e+00    1.13872780554941e-02
12.17    2.82045378727495e+05    4.07486999902523e-02    3.42438414502092e+00    1.15528331343974e-02
12.18    2.83312944101568e+05    4.12551297986578e-02    3.44402208562260e+00    1.17251320318758e-02
12.19    2.84579878990381e+05    4.18115410343702e-02    3.46352981497350e+00    1.19128590798019e-02
12.20    2.85849852591595e+05    4.23889352683386e-02    3.48294532742648e+00    1.21079744445788e-02
12.21    2.87116974837195e+05    4.29874668336280e-02    3.50213271312807e+00    1.23105236410873e-02
12.22    2.88380460252348e+05    4.36076376382407e-02    3.52135960055145e+00    1.25208637959575e-02
12.23    2.89634383120367e+05    4.42021293426524e-02    3.54024602943119e+00    1.27252789115985e-02
12.24    2.90878863486504e+05    4.47703797284810e-02    3.55911613608199e+00    1.29238211930234e-02
12.25    2.92103599014275e+05    4.53106108401732e-02    3.57771371122672e+00    1.31156667395781e-02
12.26    2.93303526168148e+05    4.57893540537348e-02    3.59615641841270e+00    1.32909659191280e-02
12.27    2.94477341715594e+05    4.62214879942292e-02    3.61448841198727e+00    1.34540378783622e-02
12.28    2.95617018749957e+05    4.65721403725210e-02    3.63266643898354e+00    1.35942782510025e-02
12.29    2.96719075866537e+05    4.68559738940434e-02    3.65076880573874e+00    1.37157630137715e-02
12.30    2.97781700881190e+05    4.70544433404600e-02    3.66870429747089e+00    1.38126267198700e-02
12.31    2.98807532121360e+05    4.71829312967071e-02    3.68669980383451e+00    1.38892452630813e-02
12.32    2.99791117051982e+05    4.72060340603536e-02    3.70468470150113e+00    1.39345995877720e-02
12.33    3.00742117753617e+05    4.71900122901637e-02    3.72273676868723e+00    1.39683322845140e-02
12.34    3.01659822470414e+05    4.71171281742139e-02    3.74085259671309e+00    1.39847886551528e-02
12.35    3.02549861289379e+05    4.69871188760847e-02    3.75904500872039e+00    1.39838335700797e-02
12.36    3.03413908346113e+05    4.68501581176200e-02    3.77713380034873e+00    1.39802648620341e-02
12.37    3.04261674573486e+05    4.66737436645048e-02    3.79532212170587e+00    1.39645503000855e-02
12.38    3.05093795804072e+05    4.65086486163190e-02    3.81332347252486e+00    1.39518342973112e-02
12.39    3.05910024315984e+05    4.63893201796435e-02    3.83100614974395e+00    1.39523809416541e-02
12.40    3.06713836485029e+05    4.62840537793383e-02    3.84839386828574e+00    1.39569951049477e-02
12.41    3.07511238104956e+05    4.62450585172967e-02    3.86526553162018e+00    1.39814974973536e-02
12.42    3.08297935441417e+05    4.62571545078102e-02    3.88138683628092e+00    1.40213467946464e-02
12.43    3.09075404133096e+05    4.63733090286277e-02    3.89681445096744e+00    1.40927611161209e-02
12.44    3.09849291233819e+05    4.65623397355932e-02    3.91139851849932e+00    1.41864751852644e-02
12.45    3.10616687073097e+05    4.68604870359710e-02    3.92499460077197e+00    1.43135988023044e-02
12.46    3.11382820394076e+05    4.72878362689427e-02    3.93761021439782e+00    1.44805023267736e-02
12.47    3.12145101098650e+05    4.78298203260500e-02    3.94934003778618e+00    1.46828451254788e-02
12.48    3.12916668937348e+05    4.84894588462816e-02    3.96025852220743e+00    1.49220156228118e-02
12.49    3.13697383487469e+05    4.93038404344762e-02    3.97032434067338e+00    1.52095382048204e-02
12.50    3.14483021757884e+05    5.02396426546821e-02    3.97956575856699e+00    1.55352602678425e-02
12.51    3.15287999822352e+05    5.13171226312259e-02    3.98841561229881e+00    1.59060710202937e-02
12.52    3.16105690689982e+05    5.25010932436968e-02    3.99681998504749e+00    1.63111703955723e-02
12.53    3.16944357312315e+05    5.37926352388949e-02    4.00506484031912e+00    1.67513728679626e-02
12.54    3.17797820836928e+05    5.51543914506344e-02    4.01315210545275e+00    1.72150978525870e-02
12.55    3.18673966469680e+05    5.65680620815830e-02    4.02142677825200e+00    1.76972142487496e-02
12.56    3.19560572193257e+05    5.80325511657724e-02    4.02995922626559e+00    1.81972278190974e-02
12.57    3.20464826919083e+05    5.94906620856498e-02    4.03901212756682e+00    1.86977782619962e-02
12.58    3.21381059256802e+05    6.09213430138766e-02    4.04849623791991e+00    1.91921278521111e-02
12.59    3.22303893969280e+05    6.23238785192094e-02    4.05868647914332e+00    1.96800764804685e-02
12.60    3.23231872373822e+05    6.36374453350311e-02    4.06955819957497e+00    2.01425516711938e-02
12.61    3.24163165117710e+05    6.48601778356033e-02    4.08110237932499e+00    2.05786678441020e-02
12.62    3.25092315952515e+05    6.59909353929871e-02    4.09322041062684e+00    2.09879323655420e-02
12.63    3.26020578220375e+05    6.70079140160264e-02    4.10612877331679e+00    2.13634351582698e-02
12.64    3.26939611795005e+05    6.78654909084273e-02    4.11959604050189e+00    2.16900272817448e-02
12.65    3.27853001841652e+05    6.86690338504920e-02    4.13344369738008e+00    2.20013328969372e-02
12.66    3.28749862817838e+05    6.93298398254002e-02    4.14760779441588e+00    2.22683818679206e-02
12.67    3.29635541910595e+05    6.98893328540776e-02    4.16204657726325e+00    2.25046226819886e-02
12.68    3.30495407463411e+05    7.03881172975967e-02    4.17663327203984e+00    2.27223335413776e-02
12.69    3.31336695190187e+05    7.07588524993834e-02    4.19125075458923e+00    2.29000109297570e-02
12.70    3.32143828992250e+05    7.10869569717262e-02    4.20574654279638e+00    2.30646708595065e-02
12.71    3.32915504847282e+05    7.13486178704385e-02    4.22005653238218e+00    2.32082388969247e-02
12.72    3.33647599630011e+05    7.15202585164320e-02    4.23406790361129e+00    2.33230938216494e-02
12.73    3.34333482482269e+05    7.16223003119925e-02    4.24781369649850e+00    2.34152409026545e-02
12.74    3.34974055818014e+05    7.16769574993506e-02    4.26129282848082e+00    2.34919696288558e-02
12.75    3.35558313285732e+05    7.16822582562699e-02    4.27429147477706e+00    2.35518506476938e-02
12.76    3.36098771908473e+05    7.15711769296393e-02    4.28698425145755e+00    2.35730468465094e-02
12.77    3.36587165275693e+05    7.14327243811176e-02    4.29923896627391e+00    2.35841938153931e-02
12.78    3.37032791349395e+05    7.12219084874697e-02    4.31109490852298e+00    2.35702524736867e-02
12.79    3.37438410835352e+05    7.09836300074537e-02    4.32232990015006e+00    2.35456743581460e-02
12.80    3.37822117055340e+05    7.06742770787139e-02    4.33304963317228e+00    2.34962419866381e-02
12.81    3.38180139845097e+05    7.04290291277204e-02    4.34314672916200e+00    2.34661275721366e-02
12.82    3.38537176316137e+05    7.01603252553307e-02    4.35263916494819e+00    2.34267818175999e-02
12.83    3.38894384056686e+05    6.99592206940966e-02    4.36149441218625e+00    2.34081287872868e-02
12.84    3.39266132640742e+05    6.98286965224405e-02    4.36982674060118e+00    2.34116469802812e-02
12.85    3.39659245241752e+05    6.97702571482162e-02    4.37750878419604e+00    2.34376932896210e-02
12.86    3.40086340589884e+05    6.98321066807116e-02    4.38481769656844e+00    2.35029910494449e-02
12.87    3.40555739145916e+05    7.00166844880351e-02    4.39186846462724e+00    2.36087307296265e-02
12.88    3.41069061826772e+05    7.03026095050601e-02    4.39867967797224e+00    2.37478664879284e-02
12.89    3.41628645487159e+05    7.07143426717439e-02    4.40552664487686e+00    2.39290260357072e-02
12.90    3.42244499954234e+05    7.12310261165126e-02    4.41254960103042e+00    2.41460181344920e-02
12.91    3.42909904934227e+05    7.18296563521420e-02    4.42009116864674e+00    2.43912443008678e-02
12.92    3.43623845520278e+05    7.25340889090393e-02    4.42830332831712e+00    2.46732234020699e-02
12.93    3.44386454382444e+05    7.32982038929212e-02    4.43704967582880e+00    2.49767265797531e-02
12.94    3.45194071970924e+05    7.40987900268162e-02    4.44679453281903e+00    2.52945376628194e-02
12.95    3.46034968706432e+05    7.49350904087187e-02    4.45750926138802e+00    2.56263532608657e-02
12.96    3.46910988912011e+05    7.57835277936281e-02    4.46913157910205e+00    2.59645462065227e-02
12.97    3.47819694927902e+05    7.66685619103448e-02    4.48168088839720e+00    2.63179614074020e-02
12.98    3.48744838111006e+05    7.75653118268276e-02    4.49504413551253e+00    2.66777825938146e-02
12.99    3.49692029056282e+05    7.84743749684956e-02    4.50925712007042e+00    2.70446510896827e-02
13.00    3.50653711976425e+05    7.94450886565722e-02    4.52392312481788e+00    2.74355216960611e-02
13.01    3.51627927972024e+05    8.04784813144081e-02    4.53911037672825e+00    2.78510126489854e-02
13.02    3.52610771830268e+05    8.15743650537205e-02    4.55441912282496e+00    2.82910740529365e-02
13.03    3.53601926685533e+05    8.27582952581766e-02    4.56993047205355e+00    2.87648323622136e-02
13.04    3.54593615676731e+05    8.40293463374859e-02    4.58538143739352e+00    2.92716920576461e-02
13.05    3.55587924188660e+05    8.54135408712498e-02    4.60064720315797e+00    2.98213051503502e-02
13.06    3.56576970444275e+05    8.69097340596418e-02    4.61565194203259e+00    3.04130371382093e-02
