# w      Rpp                     Rps                     Rsp                     Rss
04.79    2.87513881058857e+03    1.61811735013429e+01    2.59529199808225e-01    1.16670622168872e+00
04.80    2.89574440608423e+03    1.67818604912652e+01    2.73631302002555e-01    1.21276283752174e+00
04.81    2.91560096126470e+03    1.73257383071420e+01    2.85995801361090e-01    1.25490336361564e+00
04.82    2.93452801545791e+03    1.77921240558189e+01    2.96263864472328e-01    1.29158639678922e+00
04.83    2.95237796478124e+03    1.81657614881499e+01    3.04153243415733e-01    1.32166477774612e+00
04.84    2.96869774656321e+03    1.84365690121100e+01    3.09416790949171e-01    1.34434323575681e+00
04.85    2.98318721529684e+03    1.86004009126200e+01    3.11918061666364e-01    1.35925808263012e+00
04.86    2.99545266064129e+03    1.86579766441999e+01    3.11616607015390e-01    1.36640439408037e+00
04.87    3.00525035951629e+03    1.86146912667446e+01    3.08559652086084e-01    1.36612170164189e+00
04.88    3.01249349623943e+03    1.84784644731847e+01    3.02887467364062e-01    1.35893959133801e+00
04.89    3.01735089022302e+03    1.82594565344565e+01    2.94835666149272e-01    1.34556426844431e+00
04.90    3.02025142663631e+03    1.79678812386690e+01    2.84647110296728e-01    1.32670790484708e+00
04.91    3.02214607068418e+03    1.76142984580349e+01    2.72638465251653e-01    1.30313709137103e+00
04.92    3.02423179241543e+03    1.72068446856457e+01    2.59113761099397e-01    1.27543472624064e+00
04.93    3.02797858867325e+03    1.67519637287831e+01    2.44373333270190e-01    1.24406830408920e+00
04.94    3.03507899834308e+03    1.62532510496058e+01    2.28708207813003e-01    1.20929692126002e+00
04.95    3.04761472129861e+03    1.57140981008685e+01    2.12416135083186e-01    1.17138089143290e+00
04.96    3.06732351722300e+03    1.51350437185600e+01    1.95768221985595e-01    1.13035270482650e+00
04.97    3.09604170504404e+03    1.45174649721174e+01    1.79059813886983e-01    1.08630650560045e+00
04.98    3.13527138855499e+03    1.38630753730387e+01    1.62597538096936e-01    1.03936549920285e+00
04.99    3.18635370430077e+03    1.31754717028859e+01    1.46701774356742e-01    9.89779459073561e-01
05.00    3.24999499106975e+03    1.24598582628820e+01    1.31686739887825e-01    9.37916527098196e-01
05.01    3.32653105749706e+03    1.17232556294118e+01    1.17846863209269e-01    8.84288877540527e-01
05.02    3.41573150045834e+03    1.09738277043067e+01    1.05419381838236e-01    8.29479868045066e-01
05.03    3.51682191983929e+03    1.02202465622428e+01    9.45603820893951e-02    7.74123775171284e-01
05.04    3.62843349073793e+03    9.47033670689751e+00    8.53171270701435e-02    7.18792626864337e-01
05.05    3.74873404855022e+03    8.73039883810247e+00    7.76265550131522e-02    6.63946459170623e-01
05.06    3.87545231383144e+03    8.00453314338887e+00    7.13241137539766e-02    6.09888774356517e-01
05.07    4.00597399968581e+03    7.29451711656597e+00    6.61684695624144e-02    5.56760697188070e-01
05.08    4.13770071943846e+03    6.60042851238847e+00    6.18862558108581e-02    5.04574758722204e-01
05.09    4.26787466828038e+03    5.92118047275955e+00    5.82097728068941e-02    4.53263814758511e-01
05.10    4.39425075367236e+03    5.25609915780059e+00    5.49266158745735e-02    4.02805607921932e-01
05.11    4.51482841712182e+03    4.60573077844965e+00    5.19067285724435e-02    3.53272022223586e-01
05.12    4.62816884681858e+03    3.97293032537707e+00    4.91309640192644e-02    3.04921326344333e-01
05.13    4.73371846077617e+03    3.36356956444044e+00    4.66981566060345e-02    2.58245438628184e-01
05.14    4.83135811000273e+03    2.78643424112270e+00    4.48263085708843e-02    2.13960634501662e-01
05.15    4.92123060340276e+03    2.25265768713461e+00    4.38304233323160e-02    1.72956453927661e-01
05.16    5.00444187028407e+03    1.77528520843173e+00    4.41076899973178e-02    1.36266306406077e-01
05.17    5.08199843002121e+03    1.36780919132095e+00    4.60985739816116e-02    1.04944984225175e-01
05.18    5.15490789364382e+03    1.04299131328929e+00    5.02394927079603e-02    7.99806189981535e-02
05.19    5.22469425742948e+03    8.11998067427104e-01    5.69253818200130e-02    6.22301011310133e-02
05.20    5.29243472082807e+03    6.83369027867847e-01    6.64386799410609e-02    5.23394682343101e-02
05.21    5.35878970105524e+03    6.62658684782947e-01    7.89066333313357e-02    5.07217032013581e-02
05.22    5.42476018919199e+03    7.52278033202981e-01    9.42649665512739e-02    5.75474213532524e-02
05.23    5.49104363663837e+03    9.51636477712004e-01    1.12233596581597e-01    7.27585858967319e-02
05.24    5.55798303056237e+03    1.25741195031887e+00    1.32314143223237e-01    9.60911580721975e-02
05.25    5.62616806092899e+03    1.66374180768248e+00    1.53838615620641e-01    1.27091444601038e-01
05.26    5.69624885545619e+03    2.16267626821779e+00    1.76020697544983e-01    1.65151013587009e-01
05.27    5.76880452956877e+03    2.74392244740258e+00    1.98026637759469e-01    2.09484560015243e-01
05.28    5.84487172129708e+03    3.39501445724619e+00    2.19070880823626e-01    2.59147090412665e-01
05.29    5.92556172618943e+03    4.10067861998038e+00    2.38468832279465e-01    3.12980597001034e-01
05.30    6.01234260603552e+03    4.84279476684661e+00    2.55714358182969e-01    3.69611365364188e-01
05.31    6.10687159778745e+03    5.59974873289479e+00    2.70508992750179e-01    4.27401811595816e-01
05.32    6.21117894544495e+03    6.34708315935709e+00    2.82798680737535e-01    4.84497766884527e-01
05.33    6.32763226206727e+03    7.05810929681303e+00    2.92786546497854e-01    5.38882678582142e-01
05.34    6.45864504866903e+03    7.70517268687935e+00    3.00898889921493e-01    5.88461197967273e-01
05.35    6.60676318641793e+03    8.26174417099022e+00    3.07757104591327e-01    6.31224159374434e-01
05.36    6.77455544187521e+03    8.70466526939343e+00    3.14111793839903e-01    6.65419633603579e-01
05.37    6.96463038607317e+03    9.01671004998062e+00    3.20770534340451e-01    6.89751303056987e-01
05.38    7.17897389912225e+03    9.18744205640857e+00    3.28451036032708e-01    7.03419636378543e-01
05.39    7.41932259070664e+03    9.21480825889520e+00    3.37730148834926e-01    7.06268442153878e-01
05.40    7.68668426223911e+03    9.10494365550479e+00    3.48947747696330e-01    6.98755206372728e-01
05.41    7.98099329609990e+03    8.87052213694454e+00    3.62150828811376e-01    6.81821267730002e-01
05.42    8.30088171586638e+03    8.52916206316566e+00    3.77068446837086e-01    6.56772951179387e-01
05.43    8.64393876462681e+03    8.10165195888210e+00    3.93176247263127e-01    6.25164743643579e-01
05.44    9.00578446129207e+03    7.60958167155904e+00    4.09666368421908e-01    5.88591020523180e-01
05.45    9.38070194835210e+03    7.07314530178708e+00    4.25580605593777e-01    5.48548915011116e-01
05.46    9.76156066521129e+03    6.51062126247507e+00    4.39839697538641e-01    5.06387271529121e-01
05.47    1.01400089334489e+04    5.93736760846935e+00    4.51350371292629e-01    4.63238675046180e-01
05.48    1.05071620474263e+04    5.36577386769466e+00    4.59090145435415e-01    4.20016497522843e-01
05.49    1.08539866268268e+04    4.80528724784643e+00    4.62203064100218e-01    3.77419841419326e-01
05.50    1.11721958951611e+04    4.26333495364240e+00    4.60085087239989e-01    3.36006146301435e-01
05.51    1.14548239066146e+04    3.74511943110595e+00    4.52420709511711e-01    2.96174524299935e-01
05.52    1.16967400853844e+04    3.25464085170112e+00    4.39232119355512e-01    2.58245148742356e-01
05.53    1.18952306404482e+04    2.79496804765234e+00    4.20857574339206e-01    2.22479419292542e-01
05.54    1.20499055498355e+04    2.36814176939122e+00    3.97904311308497e-01    1.89068396450655e-01
05.55    1.21628498824399e+04    1.97601005570550e+00    3.71178775975905e-01    1.58196558515422e-01
05.56    1.22379432738873e+04    1.61989552345645e+00    3.41592072559990e-01    1.30010823931886e-01
05.57    1.22805258599954e+04    1.30091794265259e+00    3.10081004528208e-01    1.04643650235005e-01
05.58    1.22967750628165e+04    1.01996040842283e+00    2.77538082642054e-01    8.22064924705779e-02
05.59    1.22930576175563e+04    7.77871928991923e-01    2.44771545580594e-01    6.28043832401621e-02
05.60    1.22753167235342e+04    5.75304784068516e-01    2.12483162647565e-01    4.65213792735540e-02
05.61    1.22486599848719e+04    4.12584752446708e-01    1.81260206460072e-01    3.34095272267099e-02
05.62    1.22171308470646e+04    2.89498934229563e-01    1.51601314829479e-01    2.34722691918397e-02
05.63    1.21837518221830e+04    2.05055224888981e-01    1.23927986407712e-01    1.66454585700969e-02
05.64    1.21501562692796e+04    1.57137636029012e-01    9.85945968815507e-02    1.27703680091948e-02
05.65    1.21170527038655e+04    1.42258155917820e-01    7.58954832386222e-02    1.15742528269063e-02
05.66    1.20843080780481e+04    1.55510494759059e-01    5.60652118976848e-02    1.26669580798660e-02
05.67    1.20512756327298e+04    1.90701602317931e-01    3.92698915721878e-02    1.55515532440719e-02
05.68    1.20168571005742e+04    2.40674215577698e-01    2.55881970123316e-02    1.96502437055949e-02
05.69    1.19801172307657e+04    2.97948559442751e-01    1.50083067798264e-02    2.43562127215070e-02
05.70    1.19400160104491e+04    3.55406574254988e-01    7.41896035621546e-03    2.90891679773631e-02
05.71    1.18959678271528e+04    4.06866553703876e-01    2.61884598100121e-03    3.33423803764134e-02
05.72    1.18477300646340e+04    4.47681269463089e-01    3.28276455514336e-04    3.67321176142147e-02
05.73    1.17955417580508e+04    4.74957579322744e-01    2.07642070667453e-04    3.90166720186055e-02
05.74    1.17402089435725e+04    4.87444633588380e-01    1.88231718678566e-03    4.00881075759945e-02
05.75    1.16829346156699e+04    4.85484240590980e-01    4.96267760909092e-03    3.99695408378633e-02
05.76    1.16254675404510e+04    4.70572358572527e-01    9.06337762869602e-03    3.87798905387424e-02
05.77    1.15700568517080e+04    4.45125604385318e-01    1.38183042702276e-02    3.67152058557347e-02
05.78    1.15193716870147e+04    4.12070077690468e-01    1.88900409048275e-02    3.40151598600797e-02
05.79    1.14763062601123e+04    3.74739386240559e-01    2.39735886633189e-02    3.09545015479211e-02
05.80    1.14440469598955e+04    3.36607086000196e-01    2.88012402231861e-02    2.78207836548775e-02
05.81    1.14256852071024e+04    3.01121327435600e-01    3.31396298051194e-02    2.49002959900898e-02
05.82    1.14242517785976e+04    2.71530687278021e-01    3.67923401164832e-02    2.24633025551806e-02
05.83    1.14423416632309e+04    2.50795391971507e-01    3.95934646916403e-02    2.07564419402643e-02
05.84    1.14820089114271e+04    2.41224521441490e-01    4.14120863858931e-02    1.99725764662282e-02
05.85    1.15444466794418e+04    2.44732733183274e-01    4.21476978817404e-02    2.02721153737268e-02
05.86    1.16297555264136e+04    2.62523244775119e-01    4.17406719058380e-02    2.17569718166162e-02
05.87    1.17371503681730e+04    2.95244436302609e-01    4.01697038914912e-02    2.44837684278430e-02
05.88    1.18645760668872e+04    3.43019928246855e-01    3.74685904565986e-02    2.84665696977699e-02
05.89    1.20088195175786e+04    4.05534009755608e-01    3.37323822285159e-02    3.36839950509456e-02
05.90    1.21657513323626e+04    4.82020074840518e-01    2.91273447946559e-02    4.00781809310296e-02
05.91    1.23305118853953e+04    5.71369197467195e-01    2.39022384782191e-02    4.75635338924799e-02
05.92    1.24977189207588e+04    6.72026719576663e-01    1.83841354660975e-02    5.60175506569093e-02
05.93    1.26618320334244e+04    7.82087730888369e-01    1.29738186591334e-02    6.52882746116150e-02
05.94    1.28177174555857e+04    8.99343132889627e-01    8.12660375692667e-03    7.51974372132072e-02
05.95    1.29607438026384e+04    1.02133496739115e+00    4.32189221148562e-03    8.55444923834298e-02
05.96    1.30872581838094e+04    1.14533163134722e+00    2.02352827175607e-03    9.61040510425928e-02
05.97    1.31947194456569e+04    1.26874060382984e+00    1.63719608092235e-03    1.06660331466155e-01
05.98    1.32818736194264e+04    1.38884988737250e+00    3.46697216156144e-03    1.16985280324797e-01
05.99    1.33487274671871e+04    1.50315977093934e+00    7.68077403217672e-03    1.26866641724762e-01
06.00    1.33966565863956e+04    1.60929817657218e+00    1.42902104856037e-02    1.36100933003188e-01
06.01    1.34279436855244e+04    1.70501341068346e+00    2.31443034554506e-02    1.44493229401689e-01
06.02    1.34460141002087e+04    1.78819935517273e+00    3.39468191539553e-02    1.51859583478446e-01
06.03    1.34546222896629e+04    1.85686011132191e+00    4.62834138919438e-02    1.58023471523360e-01
06.04    1.34581418185846e+04    1.90915131759952e+00    5.96605287453119e-02    1.62820349104692e-01
06.05    1.34609957955776e+04    1.94334494899599e+00    7.35486499256785e-02    1.66093532561948e-01
06.06    1.34675507150681e+04    1.95798507083015e+00    8.74255594534609e-02    1.67708423466364e-01
06.07    1.34819359161086e+04    1.95187241391929e+00    1.00800543623426e-01    1.67550934379417e-01
06.08    1.35076622014231e+04    1.92415752267605e+00    1.13252387917913e-01    1.65535295492168e-01
06.09    1.35479217748555e+04    1.87445176054579e+00    1.24425011135572e-01    1.61614634919442e-01
06.10    1.36050972007068e+04    1.80293140621891e+00    1.34051158584667e-01    1.55790185093992e-01
06.11    1.36809703998076e+04    1.71056033898905e+00    1.41940208002380e-01    1.48131229861750e-01
06.12    1.37765882190119e+04    1.59910383764069e+00    1.47965791447644e-01    1.38777580797553e-01
06.13    1.38924515997838e+04    1.47142924950529e+00    1.52090641573585e-01    1.27966980145592e-01
06.14    1.40283004073890e+04    1.33136991805635e+00    1.54324418592716e-01    1.16023851313134e-01
06.15    1.41836516057544e+04    1.18374877129240e+00    1.54750402734776e-01    1.03363402577260e-01
06.16    1.43573021546616e+04    1.03409057502215e+00    1.53488543906439e-01    9.04665028504160e-02
06.17    1.45480615576525e+04    8.88261948254071e-01    1.50730263227962e-01    7.78487272984845e-02
06.18    1.47543857943300e+04    7.52021748302585e-01    1.46676386957735e-01    6.60204831852267e-02
06.19    1.49748797335661e+04    6.30569592664189e-01    1.41574978127401e-01    5.54467629187849e-02
06.20    1.52078910313579e+04    5.28156087505979e-01    1.35675026619040e-01    4.65112945525954e-02
06.21    1.54521731828950e+04    4.47868749827647e-01    1.29216232756965e-01    3.94969015169378e-02
06.22    1.57064362399131e+04    3.91551468222705e-01    1.22425072452455e-01    3.45769255896627e-02
06.23    1.59695178428837e+04    3.59815162433903e-01    1.15482986873111e-01    3.18155740238433e-02
06.24    1.62404057008535e+04    3.52250976897948e-01    1.08522425615369e-01    3.11862433626796e-02
06.25    1.65185438776121e+04    3.67549196471862e-01    1.01622178127672e-01    3.25817326736825e-02
06.26    1.68031589490403e+04    4.03696385120741e-01    9.48162740498129e-02    3.58319694076995e-02
06.27    1.70936660310636e+04    4.58111179448263e-01    8.80935339894065e-02    4.07157605911972e-02
06.28    1.73899454248210e+04    5.27704846032312e-01    8.14192497638824e-02    4.69662739120713e-02
06.29    1.76916345740528e+04    6.09048715178844e-01    7.47612883084591e-02    5.42857988109507e-02
06.30    1.79989567522450e+04    6.98439668731713e-01    6.81005773726912e-02    6.23510339932351e-02
06.31    1.83119159544312e+04    7.92007014612294e-01    6.14633376849094e-02    7.08222198242972e-02
06.32    1.86310486139421e+04    8.85905714744218e-01    5.49286216765399e-02    7.93599837403282e-02
06.33    1.89566152956541e+04    9.76431938275126e-01    4.86259117407414e-02    8.76348663834027e-02
06.34    1.92891942304523e+04    1.06024134369032e+00    4.27295708366287e-02    9.53474361567586e-02
06.35    1.96293450913671e+04    1.13447138436627e+00    3.74493392281927e-02    1.02238274252170e-01
06.36    1.99771983857077e+04    1.19688376254370e+00    3.29943241051367e-02    1.08101723947348e-01
06.37    2.03332473813869e+04    1.24591959330426e+00    2.95476935300803e-02    1.12790926882240e-01
06.38    2.06973095614979e+04    1.28076557769428e+00    2.72377280459523e-02    1.16224940608742e-01
06.39    2.10692908048314e+04    1.30131009142131e+00    2.61205106129724e-02    1.18384707965215e-01
06.40    2.14489094441903e+04    1.30810402473990e+00    2.61707047010458e-02    1.19311293876417e-01
06.41    2.18359041404001e+04    1.30224937611904e+00    2.72984477652617e-02    1.19095627653565e-01
06.42    2.22293925178955e+04    1.28527472315709e+00    2.93616990388362e-02    1.17868507185535e-01
06.43    2.26291820819847e+04    1.25903002200729e+00    3.21924819376087e-02    1.15791093044490e-01
06.44    2.30343288641063e+04    1.22549302760664e+00    3.56397121029244e-02    1.13037760267178e-01
06.45    2.34444235764376e+04    1.18661096247524e+00    3.95754684656077e-02    1.09781832975466e-01
06.46    2.38587132327580e+04    1.14431492271990e+00    4.39208114147488e-02    1.06197088392838e-01
06.47    2.42763889997066e+04    1.10023131509755e+00    4.86548567894750e-02    1.02430533273263e-01
06.48    2.46966866006704e+04    1.05566399432096e+00    5.38019271905375e-02    9.86015233617882e-02
06.49    2.51188952355872e+04    1.01173780240197e+00    5.94047236776642e-02    9.48135671062237e-02
06.50    2.55422675050552e+04    9.69191126427409e-01    6.55273502138339e-02    9.11358401485946e-02
06.51    2.59652486412932e+04    9.28514496335487e-01    7.21924894103343e-02    8.76148108261425e-02
06.52    2.63872046153322e+04    8.89890433295887e-01    7.93851036701256e-02    8.42686834965342e-02
06.53    2.68062782714434e+04    8.53437895888405e-01    8.70204055555817e-02    8.11098800996631e-02
06.54    2.72209940212511e+04    8.19161199449558e-01    9.49293268646779e-02    7.81403742948570e-02
06.55    2.76293058887502e+04    7.87036711643380e-01    1.02854836597525e-01    7.53591608699772e-02
06.56    2.80281031935924e+04    7.57051183349730e-01    1.10487393375138e-01    7.27663761444523e-02
06.57    2.84145420480968e+04    7.29230368467457e-01    1.17469271420844e-01    7.03656446000355e-02
06.58    2.87851303852055e+04    7.03684085166069e-01    1.23425124419899e-01    6.81689417858768e-02
06.59    2.91353713768013e+04    6.80544301868648e-01    1.27989543055086e-01    6.61902040096277e-02
06.60    2.94614087777204e+04    6.60008161398422e-01    1.30864751353493e-01    6.44500423885859e-02
06.61    2.97590408183875e+04    6.42266440887665e-01    1.31812055354311e-01    6.29684215569450e-02
06.62    3.00242260508913e+04    6.27490797585980e-01    1.30689446337867e-01    6.17641029031537e-02
06.63    3.02542670768429e+04    6.15860474180702e-01    1.27478588860673e-01    6.08563985528940e-02
06.64    3.04468171135115e+04    6.07434047804971e-01    1.22259252462370e-01    6.02533737976533e-02
06.65    3.06012428353725e+04    6.02220199996279e-01    1.15253939024652e-01    5.99580212548606e-02
06.66    3.07177358894412e+04    6.00044826968775e-01    1.06772543282590e-01    5.99552617056177e-02
06.67    3.07980668644223e+04    6.00583233575663e-01    9.71974668062751e-02    6.02147993072657e-02
06.68    3.08452072649648e+04    6.03324345942069e-01    8.69911713045455e-02    6.06871684377122e-02
06.69    3.08629610103463e+04    6.07564567053529e-01    7.66194001805261e-02    6.13031278490406e-02
06.70    3.08557557773890e+04    6.12431894214091e-01    6.65393940009881e-02    6.19755962842666e-02
06.71    3.08282774281666e+04    6.17023611564191e-01    5.71687003828923e-02    6.26137607192826e-02
06.72    3.07856036151241e+04    6.20504656405611e-01    4.88515930207004e-02    6.31331020587026e-02
06.73    3.07321881223898e+04    6.22222128282808e-01    4.18479230071580e-02    6.34669195906519e-02
06.74    3.06726739598820e+04    6.21815005977313e-01    3.63280763299210e-02    6.35779892722294e-02
06.75    3.06109472938310e+04    6.19294153343305e-01    3.23671450405295e-02    6.34672884336718e-02
06.76    3.05504341212075e+04    6.14926177156950e-01    2.99500548217942e-02    6.31619416989335e-02
06.77    3.04935459361300e+04    6.09220825958686e-01    2.89979533922204e-02    6.27142305147398e-02
06.78    3.04425851884594e+04    6.02758421076786e-01    2.93716588262920e-02    6.21842355712016e-02
06.79    3.03986852121775e+04    5.96093091477433e-01    3.08730425815591e-02    6.16296068794595e-02
06.80    3.03627848505206e+04    5.89602119012813e-01    3.32941638443305e-02    6.10898224620125e-02
06.81    3.03347359750086e+04    5.83506763219009e-01    3.63953394570693e-02    6.05883214530457e-02
06.82    3.03137652101885e+04    5.77794243344539e-01    3.99514583366110e-02    6.01243012577997e-02
06.83    3.02988748521834e+04    5.72266262172718e-01    4.37341611332012e-02    5.96771632153656e-02
06.84    3.02884973480536e+04    5.66565299933533e-01    4.75543845329861e-02    5.92097882516879e-02
06.85    3.02805709974021e+04    5.60238361180010e-01    5.12585764976584e-02    5.86741314790897e-02
06.86    3.02739700334794e+04    5.52700486672228e-01    5.47285700049667e-02    5.80081833956780e-02
06.87    3.02666008393647e+04    5.43378176810602e-01    5.79087797989684e-02    5.71503241577252e-02
06.88    3.02577484380359e+04    5.31658262674472e-01    6.07774816945051e-02    5.60345536321225e-02
06.89    3.02469862983569e+04    5.17054302233923e-01    6.33684634831503e-02    5.46074586084052e-02
06.90    3.02343881202023e+04    4.99234628917688e-01    6.57718328370319e-02    5.28318220388332e-02
06.91    3.02213594501149e+04    4.78136227870037e-01    6.80941972290908e-02    5.06989872201251e-02
06.92    3.02094552006818e+04    4.54065528702892e-01    7.04709934052779e-02    4.82393401988773e-02
06.93    3.02006849143054e+04    4.27764868941039e-01    7.30398455517544e-02    4.55302914678382e-02
06.94    3.01973246041990e+04    4.00400046065890e-01    7.59446510042892e-02    4.26951387740781e-02
06.95    3.02017568469031e+04    3.73421865216639e-01    7.92848103779762e-02    3.98887968181055e-02
06.96    3.02155837480691e+04    3.48430047873214e-01    8.31235536450276e-02    3.72829952076723e-02
06.97    3.02401294862696e+04    3.26892868815374e-01    8.74626060365229e-02    3.50366593648073e-02
06.98    3.02757747973811e+04    3.09905935831129e-01    9.22302695493543e-02    3.32697766217182e-02
06.99    3.03222390714558e+04    2.98013449449968e-01    9.72850137490903e-02    3.20434515244791e-02
07.00    3.03780875906056e+04    2.91084997007382e-01    1.02410810486623e-01    3.13464396948308e-02
07.01    3.04412364033117e+04    2.88285089583099e-01    1.07326473727740e-01    3.10912725596822e-02
07.02    3.05089483783676e+04    2.88191899114876e-01    1.11742067008108e-01    3.11263208396429e-02
07.03    3.05778450310350e+04    2.88914332563557e-01    1.15347288086466e-01    3.12481356281239e-02
07.04    3.06446150854944e+04    2.88333762960310e-01    1.17883512353328e-01    3.12274680694689e-02
07.05    3.07059986127599e+04    2.84341013071238e-01    1.19134621298908e-01    3.08346588665812e-02
07.06    3.07584838299231e+04    2.75177612475544e-01    1.18995362203007e-01    2.98770235374163e-02
07.07    3.07993688160548e+04    2.59723423300592e-01    1.17460983125330e-01    2.82305177260973e-02
07.08    3.08268024013613e+04    2.37755494906730e-01    1.14638931120485e-01    2.58685992830374e-02
07.09    3.08398858739019e+04    2.10087922686435e-01    1.10751411824860e-01    2.28781099779874e-02
07.10    3.08385065427599e+04    1.78518197398190e-01    1.06116657225579e-01    1.94541806542863e-02
07.11    3.08237736952012e+04    1.45593962974122e-01    1.01119562733668e-01    1.58749779227840e-02
07.12    3.07983842126559e+04    1.14233666459223e-01    9.62032851296808e-02    1.24601927064394e-02
07.13    3.07657174626884e+04    8.72809289837163e-02    9.18112479940131e-02    9.52206805144010e-03
07.14    3.07299660789872e+04    6.71230794546277e-02    8.83661086037647e-02    7.32294493618607e-03
07.15    3.06961894227601e+04    5.54273599748711e-02    8.62599839769049e-02    6.04595376536768e-03
07.16    3.06695119007521e+04    5.30367013816142e-02    8.58180584349331e-02    5.78330270643344e-03
07.17    3.06551984982560e+04    6.00183120979895e-02    8.72638865856681e-02    6.54162240786985e-03
07.18    3.06581754445713e+04    7.58074890647971e-02    9.07517963183866e-02    8.25798208208952e-03
07.19    3.06829901738821e+04    9.93734748089847e-02    9.63611838333647e-02    1.08184799161312e-02
07.20    3.07328864224204e+04    1.29411764548304e-01    1.04084026640614e-01    1.40797514578196e-02
07.21    3.08100133965823e+04    1.64476764633836e-01    1.13860840659629e-01    1.78837687731182e-02
07.22    3.09157235919987e+04    2.03133057085979e-01    1.25589080174144e-01    2.20746126862090e-02
07.23    3.10500241735106e+04    2.44023870538647e-01    1.39149181525992e-01    2.65058669761108e-02
07.24    3.12116332051210e+04    2.85983799752865e-01    1.54393376504172e-01    3.10527218783636e-02
07.25    3.13981056537085e+04    3.28080886509169e-01    1.71176051156071e-01    3.56162725604322e-02
07.26    3.16069258935040e+04    3.69627527283067e-01    1.89341396816841e-01    4.01243158320634e-02
07.27    3.18352551503318e+04    4.10154856136850e-01    2.08744071069552e-01    4.45283235453267e-02
07.28    3.20794463846885e+04    4.49375898907617e-01    2.29208955436652e-01    4.87992854337126e-02
07.29    3.23365172958844e+04    4.87054256464438e-01    2.50543029757684e-01    5.29132195944491e-02
07.30    3.26037886252790e+04    5.22918137766164e-01    2.72524737193800e-01    5.68417021332062e-02
07.31    3.28794398227015e+04    5.56552757611758e-01    2.94898117977014e-01    6.05404719898244e-02
07.32    3.31619359686348e+04    5.87367947931228e-01    3.17357646496707e-01    6.39454574617723e-02
07.33    3.34508160625944e+04    6.14545490724944e-01    3.39554193543440e-01    6.69672349242734e-02
07.34    3.37460411401408e+04    6.37128294894268e-01    3.61108733774697e-01    6.95005378419070e-02
07.35    3.40476014412115e+04    6.54100886604963e-01    3.81610512223288e-01    7.14329966664491e-02
07.36    3.43559425953684e+04    6.64551664316635e-01    4.00664570475762e-01    7.26629271712306e-02
07.37    3.46718396671485e+04    6.67805371938553e-01    4.17880174025006e-01    7.31138041436984e-02
07.38    3.49957441081209e+04    6.63570942068024e-01    4.32905488728700e-01    7.27501896240930e-02
07.39    3.53273307436132e+04    6.52053600115649e-01    4.45449253184599e-01    7.15910357031040e-02
07.40    3.56668570012384e+04    6.33898937419066e-01    4.55281917420411e-01    6.97032497472496e-02
07.41    3.60139667060962e+04    6.10203880484447e-01    4.62288011768134e-01    6.72036636740810e-02
07.42    3.63682353171150e+04    5.82311932451608e-01    4.66390630720998e-01    6.42367691502018e-02
07.43    3.67285711767261e+04    5.51660878546557e-01    4.67672419336034e-01    6.09582699613926e-02
07.44    3.70938053047015e+04    5.19559336139384e-01    4.66232919113435e-01    5.75104870026538e-02
07.45    3.74632318411774e+04    4.87047592084138e-01    4.62240374554858e-01    5.40070524173354e-02
07.46    3.78355255810972e+04    4.54750012336756e-01    4.55970875519833e-01    5.05161288806350e-02
07.47    3.82090202980948e+04    4.22912431803091e-01    4.47654072839254e-01    4.70646387720594e-02
07.48    3.85815382425174e+04    3.91362594247679e-01    4.37610634823597e-01    4.36330584889946e-02
07.49    3.89513425748454e+04    3.59718526819644e-01    4.26119270243525e-01    4.01785530945604e-02
07.50    3.93165279844572e+04    3.27497122834629e-01    4.13421691074084e-01    3.66467828902815e-02
07.51    3.96751269824909e+04    2.94353791939004e-01    3.99814572888551e-01    3.29987614669823e-02
07.52    4.00244936301721e+04    2.60185602673461e-01    3.85503244241675e-01    2.92224274860911e-02
07.53    4.03627938441451e+04    2.25315447053162e-01    3.70698683319306e-01    2.53534826870661e-02
07.54    4.06884110367998e+04    1.90467841530161e-01    3.55576464771532e-01    2.14731622216157e-02
07.55    4.10001042331832e+04    1.56723109126810e-01    3.40320921677719e-01    1.77033862817795e-02
07.56    4.12973432855671e+04    1.25377964465963e-01    3.25051568252689e-01    1.41912981002414e-02
07.57    4.15791837204020e+04    9.77941781646849e-02    3.09922984434800e-01    1.10924438363275e-02
07.58    4.18463954083903e+04    7.51880553420894e-02    2.95052463508040e-01    8.54713304327368e-03
07.59    4.20983622108961e+04    5.84985473097297e-02    2.80550623204290e-01    6.66535709892951e-03
07.60    4.23373694881436e+04    4.82950958823073e-02    2.66517070358701e-01    5.51623981062046e-03
07.61    4.25632091303886e+04    4.47073663154697e-02    2.53039569615612e-01    5.11962583340527e-03
07.62    4.27771964266493e+04    4.74338751821416e-02    2.40200223930706e-01    5.44659671547819e-03
07.63    4.29807151930009e+04    5.57854917891637e-02    2.28056447711591e-01    6.42377182654865e-03
07.64    4.31728520068874e+04    6.87686528193935e-02    2.16709139738063e-01    7.94220057396035e-03
07.65    4.33553400792177e+04    8.52208331841753e-02    2.06220118919868e-01    9.87229708094285e-03
07.66    4.35269346856009e+04    1.03958386281743e-01    1.96711583505481e-01    1.20804518978790e-02
07.67    4.36883122415213e+04    1.23949937245123e-01    1.88296929018091e-01    1.44489218569061e-02
07.68    4.38375974238737e+04    1.44446618883732e-01    1.81079670456173e-01    1.68911537325826e-02
07.69    4.39746215222909e+04    1.65083844277359e-01    1.75177314307323e-01    1.93642877982246e-02
