# w(eV)  Rpp                     Rps                     Rsp                     Rss
09.96    8.00722885797652e+32    6.57946177570908e+25    6.24999252371020e+27    8.75815687032004e+24
09.97    8.02470867418841e+32    6.32925360479833e+25    6.27643506062605e+27    8.43634363543227e+24
09.98    8.04207819040290e+32    6.12781205313832e+25    6.30578716191611e+27    8.17870334224645e+24
09.99    8.05922479664507e+32    5.96495444404228e+25    6.33757115542454e+27    7.97195224904853e+24
10.00    8.07637709079213e+32    5.82038621445928e+25    6.37161395533447e+27    7.78914710641949e+24
10.01    8.09341387744518e+32    5.68053447178299e+25    6.40717413151809e+27    7.61223459819014e+24
10.02    8.11039724819159e+32    5.53252756828587e+25    6.44379559819734e+27    7.42398015463698e+24
10.03    8.12744376322931e+32    5.36903857385815e+25    6.48068549391905e+27    7.21450107245871e+24
10.04    8.14457391404001e+32    5.18785922571913e+25    6.51712296049438e+27    6.98072582900060e+24
10.05    8.16160146114108e+32    4.98849771654492e+25    6.55246352472630e+27    6.72187506247434e+24
10.06    8.17895286138845e+32    4.77567393746827e+25    6.58611150374537e+27    6.44423347671292e+24
10.07    8.19665157976801e+32    4.55441711148082e+25    6.61758503728883e+27    6.15447502386132e+24
10.08    8.21446387597968e+32    4.33432427355292e+25    6.64618718370177e+27    5.86549541665251e+24
10.09    8.23250141391982e+32    4.12604172745350e+25    6.67176985223425e+27    5.59172530030092e+24
10.10    8.25086956541216e+32    3.93853831901857e+25    6.69406304260772e+27    5.34538317472307e+24
10.11    8.26932981259313e+32    3.78271104640962e+25    6.71296552549502e+27    5.14136265280324e+24
10.12    8.28775668274034e+32    3.66755577403351e+25    6.72859699815891e+27    4.99206151580370e+24
10.13    8.30609488597141e+32    3.59872319817520e+25    6.74101919760660e+27    4.90538565351540e+24
10.14    8.32445197443642e+32    3.58386666841074e+25    6.75070704154392e+27    4.89206007427957e+24
10.15    8.34220838613099e+32    3.62329550793903e+25    6.75799499759541e+27    4.95274405221507e+24
10.16    8.35962674631507e+32    3.71862290446786e+25    6.76355036736043e+27    5.08992740980654e+24
10.17    8.37675008937294e+32    3.86612074255929e+25    6.76798469629394e+27    5.29875675400667e+24
10.18    8.39331793201360e+32    4.05904863067180e+25    6.77204529626625e+27    5.57022426769204e+24
10.19    8.40944414776869e+32    4.28836257350712e+25    6.77627790334859e+27    5.89205427799966e+24
10.20    8.42544640831184e+32    4.54250860950990e+25    6.78142122009759e+27    6.24847110195990e+24
10.21    8.44149987197454e+32    4.80821965498460e+25    6.78810260449231e+27    6.62129297225831e+24
10.22    8.45760518069327e+32    5.07041824748286e+25    6.79667554677786e+27    6.98969993980597e+24
10.23    8.47425090620521e+32    5.31517250843119e+25    6.80748411837996e+27    7.33445981591909e+24
10.24    8.49165677428646e+32    5.52856064022526e+25    6.82063871800868e+27    7.63628082214815e+24
10.25    8.51012470089223e+32    5.69852581571688e+25    6.83600569724979e+27    7.87838165673200e+24
10.26    8.52979717308096e+32    5.81613983225825e+25    6.85346531642831e+27    8.04835330400309e+24
10.27    8.55114482549556e+32    5.87426980026742e+25    6.87264346994798e+27    8.13615237533668e+24
10.28    8.57410006179873e+32    5.87125192053678e+25    6.89310308288226e+27    8.13935994040747e+24
10.29    8.59866457718256e+32    5.80748882127672e+25    6.91427477210029e+27    8.05839109947423e+24
10.30    8.62513419717152e+32    5.68813796656559e+25    6.93566219223674e+27    7.90026487286919e+24
10.31    8.65336262239927e+32    5.52094674021841e+25    6.95704354927611e+27    7.67556654689502e+24
10.32    8.68310062339073e+32    5.31616328616443e+25    6.97810763740356e+27    7.39840754232252e+24
10.33    8.71413137107321e+32    5.08631991562954e+25    6.99875817596389e+27    7.08606483655914e+24
10.34    8.74630487517853e+32    4.84324278860275e+25    7.01903610133792e+27    6.75491728876047e+24
10.35    8.77917638856716e+32    4.59907333138975e+25    7.03939900403105e+27    6.42176814336403e+24
10.36    8.81267702798965e+32    4.36241141047273e+25    7.06021983005272e+27    6.09863574317309e+24
10.37    8.84650305362115e+32    4.13846582888711e+25    7.08220699413724e+27    5.79277519396713e+24
10.38    8.88039486267094e+32    3.93203342192978e+25    7.10575497494122e+27    5.51088801476717e+24
10.39    8.91435079188371e+32    3.74096616761291e+25    7.13185428541335e+27    5.25004725854941e+24
10.40    8.94810243931042e+32    3.56062738816463e+25    7.16085803132901e+27    5.00372124368344e+24
10.41    8.98179499803858e+32    3.38492808490999e+25    7.19325504331589e+27    4.76339849622150e+24
10.42    9.01530712725463e+32    3.20522686217633e+25    7.22929044835853e+27    4.51685496979206e+24
10.43    9.04881233624653e+32    3.01520573891450e+25    7.26911546769047e+27    4.25514640659656e+24
10.44    9.08231143406835e+32    2.80748191081946e+25    7.31251463289679e+27    3.96772520397140e+24
10.45    9.11594905854255e+32    2.57742927111321e+25    7.35921867107908e+27    3.64791750654616e+24
10.46    9.14966558222775e+32    2.32468677125882e+25    7.40843794845248e+27    3.29504453066791e+24
10.47    9.18361330223012e+32    2.05147579737748e+25    7.45979439567550e+27    2.91211052981095e+24
10.48    9.21769884960330e+32    1.76278027799780e+25    7.51212721319229e+27    2.50604427804501e+24
10.49    9.25192029564796e+32    1.46704101648391e+25    7.56470515856648e+27    2.08874896279497e+24
10.50    9.28612741403165e+32    1.17416620268790e+25    7.61626045115527e+27    1.67428686028118e+24
10.51    9.32016865386546e+32    8.95917550175701e+24    7.66604990363769e+27    1.27946238904087e+24
10.52    9.35393592775977e+32    6.44290757466210e+24    7.71289807628141e+27    9.21513479135747e+23
10.53    9.38734825692647e+32    4.31785683409625e+24    7.75622887843733e+27    6.18515912092354e+23
10.54    9.42022351535798e+32    2.70829512665897e+24    7.79525508900307e+27    3.88544470795570e+23
10.55    9.45258210813916e+32    1.73335553238687e+24    7.82969452702477e+27    2.49054784339733e+23
10.56    9.48428900565156e+32    1.49828590960380e+24    7.85904470030036e+27    2.15606236404906e+23
10.57    9.51539765271422e+32    2.10849165498743e+24    7.88378853932688e+27    3.03875587487546e+23
10.58    9.54594992721202e+32    3.65118705618992e+24    7.90387957212291e+27    5.27000619589151e+23
10.59    9.57598879948199e+32    6.19872275608624e+24    7.92011571927955e+27    8.96040406084698e+23
10.60    9.60565353985140e+32    9.81189179604793e+24    7.93316789876122e+27    1.42043971630989e+24
10.61    9.63496000459753e+32    1.45296844052493e+25    7.94405255851228e+27    2.10651776215173e+24
10.62    9.66394827581888e+32    2.03613076232436e+25    7.95354641266728e+27    2.95629301083139e+24
10.63    9.69272620493001e+32    2.73185720024696e+25    7.96280486399234e+27    3.97217032175641e+24
10.64    9.72118973558980e+32    3.53879779107839e+25    7.97242445473093e+27    5.15284630223015e+24
10.65    9.74938917767910e+32    4.45215951758382e+25    7.98328954945865e+27    6.49197474590836e+24
10.66    9.77724239898490e+32    5.46562519081218e+25    7.99577882794864e+27    7.98092938077484e+24
10.67    9.80473970717319e+32    6.56846972633940e+25    8.01028407407508e+27    9.60456431358558e+24
10.68    9.83180367264259e+32    7.74791349924450e+25    8.02682957743720e+27    1.13445724098912e+25
10.69    9.85847511937995e+32    8.99325645504770e+25    8.04530211021178e+27    1.31856317442604e+25
10.70    9.88479083064962e+32    1.02887111608018e+26    8.06513766685314e+27    1.51047506907054e+25
10.71    9.91080230300634e+32    1.16073728988837e+26    8.08635326446375e+27    1.70625296930220e+25
10.72    9.93662251142041e+32    1.29310423083360e+26    8.10828186872405e+27    1.90321029133226e+25
10.73    9.96241297840155e+32    1.42335366710800e+26    8.13053437407901e+27    2.09747663229336e+25
10.74    9.98837800140465e+32    1.54834484511248e+26    8.15302571495618e+27    2.28440016422674e+25
10.75    1.00147404798492e+33    1.66628588029252e+26    8.17522561459565e+27    2.46130716903423e+25
10.76    1.00415990375731e+33    1.77278277143937e+26    8.19725267146674e+27    2.62166079079357e+25
10.77    1.00690579381483e+33    1.86618671409254e+26    8.21907214842928e+27    2.76297533792372e+25
10.78    1.00972659526217e+33    1.94219369868156e+26    8.24101726914757e+27    2.87883882920751e+25
10.79    1.01260548262569e+33    1.99925860966743e+26    8.26338513365712e+27    2.96687943623964e+25
10.80    1.01555412776708e+33    2.03342003141552e+26    8.28654040178178e+27    3.02117422583101e+25
10.81    1.01854315724501e+33    2.04407845207134e+26    8.31108597898584e+27    3.04071860574292e+25
10.82    1.02155559137033e+33    2.02948973990322e+26    8.33732983332788e+27    3.02281860029278e+25
10.83    1.02456261615350e+33    1.98852311305669e+26    8.36570609721883e+27    2.96566318548579e+25
10.84    1.02752438894315e+33    1.92199954107553e+26    8.39616613524855e+27    2.87031190799924e+25
10.85    1.03042678756057e+33    1.83061452010142e+26    8.42893198939254e+27    2.73765367932317e+25
10.86    1.03323110182495e+33    1.71721046432431e+26    8.46396582623159e+27    2.57176260028301e+25
10.87    1.03591090874488e+33    1.58503610351759e+26    8.50072078012705e+27    2.37732619366407e+25
10.88    1.03844324283329e+33    1.43754856199309e+26    8.53833157358861e+27    2.15936853794393e+25
10.89    1.04082042673756e+33    1.27987232887638e+26    8.57627895446844e+27    1.92545960981816e+25
10.90    1.04304747625447e+33    1.11726568234715e+26    8.61371314851970e+27    1.68342132833069e+25
10.91    1.04512549240498e+33    9.54977884013411e+25    8.64975225816995e+27    1.44110854559021e+25
10.92    1.04707173541360e+33    7.98602725922565e+25    8.68348579787866e+27    1.20696421652726e+25
10.93    1.04892883044110e+33    6.53017188531578e+25    8.71444271533717e+27    9.88414246959471e+24
10.94    1.05071317311071e+33    5.22843007266345e+25    8.74210665759358e+27    7.92539374312944e+24
10.95    1.05248170347507e+33    4.11615759707197e+25    8.76633808930018e+27    6.24827170893429e+24
10.96    1.05426769034124e+33    3.21910045061008e+25    8.78734511840520e+27    4.89331352916983e+24
10.97    1.05611452431894e+33    2.55485057642869e+25    8.80508891335549e+27    3.88880421328660e+24
10.98    1.05804790580635e+33    2.12606080445893e+25    8.82009542963775e+27    3.24033266652716e+24
10.99    1.06009049460905e+33    1.92441706428585e+25    8.83306708380308e+27    2.93670243895841e+24
11.00    1.06227351463770e+33    1.93597859129679e+25    8.84474620013063e+27    2.95799578614529e+24
11.01    1.06458998918500e+33    2.13280665534434e+25    8.85571995212180e+27    3.26267872611648e+24
11.02    1.06703821277897e+33    2.48544590306593e+25    8.86670971462157e+27    3.80669412987087e+24
11.03    1.06959635734201e+33    2.95609123149064e+25    8.87823460390216e+27    4.53294053577967e+24
11.04    1.07225028728740e+33    3.51191354522777e+25    8.89079720236090e+27    5.39169467227416e+24
11.05    1.07497921429804e+33    4.11856176283009e+25    8.90448570170084e+27    6.33070688212387e+24
11.06    1.07776092292858e+33    4.73936663856159e+25    8.91993426063290e+27    7.29392157729589e+24
11.07    1.08054774306156e+33    5.35066313599394e+25    8.93648940154555e+27    8.24499118870911e+24
11.08    1.08333378814937e+33    5.92929751195888e+25    8.95425934792996e+27    9.14829461090771e+24
11.09    1.08608356497163e+33    6.46608636755750e+25    8.97297932855732e+27    9.98949576892188e+24
11.10    1.08879265770843e+33    6.94677631897191e+25    8.99256240002632e+27    1.07464321790497e+25
11.11    1.09143533513797e+33    7.37714538272470e+25    9.01225998456232e+27    1.14277290724430e+25
11.12    1.09400085570930e+33    7.74723991400328e+25    9.03169133029600e+27    1.20176620517733e+25
11.13    1.09647033862389e+33    8.07666592042915e+25    9.05051515326805e+27    1.25462676578558e+25
11.14    1.09884911969013e+33    8.37310992416731e+25    9.06847397540862e+27    1.30252743639879e+25
11.15    1.10113926633034e+33    8.64260126914091e+25    9.08546946747950e+27    1.34638410346283e+25
11.16    1.10333646198433e+33    8.89296709101951e+25    9.10148548485372e+27    1.38738888958890e+25
11.17    1.10544181903661e+33    9.13764344734848e+25    9.11636397815259e+27    1.42761604565022e+25
11.18    1.10748355152616e+33    9.37830210124309e+25    9.13051746720360e+27    1.46732538093290e+25
11.19    1.10947248510853e+33    9.61194408036054e+25    9.14461812378647e+27    1.50602754578534e+25
11.20    1.11143052295190e+33    9.84824378179279e+25    9.15874343815714e+27    1.54522913176105e+25
11.21    1.11339278977492e+33    1.00695565274982e+26    9.17363658656522e+27    1.58215186746016e+25
11.22    1.11537152843889e+33    1.02883694889956e+26    9.18969098472582e+27    1.61873520846331e+25
11.23    1.11742239127113e+33    1.04849430958107e+26    9.20753047979465e+27    1.65187908748840e+25
11.24    1.11955877760990e+33    1.06706474255508e+26    9.22740366004099e+27    1.68334815767203e+25
11.25    1.12181014272523e+33    1.08337719921819e+26    9.24954860976218e+27    1.71129318361576e+25
11.26    1.12419770783985e+33    1.09909712494811e+26    9.27409142671408e+27    1.73833693866575e+25
11.27    1.12674204172444e+33    1.11411829765151e+26    9.30106864352964e+27    1.76432608695940e+25
11.28    1.12944291045882e+33    1.12940211224138e+26    9.33002270793510e+27    1.79078835128703e+25
11.29    1.13229571695067e+33    1.14656434872675e+26    9.36045820527848e+27    1.82030175600072e+25
11.30    1.13529636362668e+33    1.16693810381683e+26    9.39193591657754e+27    1.85502437146875e+25
11.31    1.13840663428499e+33    1.19149070936858e+26    9.42373237153719e+27    1.89651703521392e+25
11.32    1.14161869429882e+33    1.22236069718620e+26    9.45537345339244e+27    1.94824874183353e+25
11.33    1.14489067711047e+33    1.25866021937230e+26    9.48611206184241e+27    2.00884992334665e+25
11.34    1.14819434023912e+33    1.30209146711509e+26    9.51567189518102e+27    2.08110320003080e+25
11.35    1.15149672918197e+33    1.35277446484297e+26    9.54359423686422e+27    2.16525985358889e+25
11.36    1.15475094709826e+33    1.40907089120794e+26    9.56983351811911e+27    2.25875821843745e+25
11.37    1.15794224589381e+33    1.47084904501374e+26    9.59460620522045e+27    2.36145095942601e+25
11.38    1.16105101761442e+33    1.53552716094071e+26    9.61833724949344e+27    2.46924146580627e+25
11.39    1.16403914512548e+33    1.60201914909994e+26    9.64120145521917e+27    2.58040659498256e+25
11.40    1.16689987370970e+33    1.66910984337863e+26    9.66408170626978e+27    2.69301069997271e+25
11.41    1.16961263708121e+33    1.73415952244092e+26    9.68763039893520e+27    2.80278830936888e+25
11.42    1.17216602214869e+33    1.79621800906384e+26    9.71246237844040e+27    2.90818791496694e+25
11.43    1.17455630535651e+33    1.85358077165115e+26    9.73894870753983e+27    3.00640732063145e+25
11.44    1.17676223488855e+33    1.90508285837243e+26    9.76732385847744e+27    3.09549461099829e+25
11.45    1.17879059812595e+33    1.95017985521229e+26    9.79824349253063e+27    3.17450086119220e+25
11.46    1.18063539845446e+33    1.98697311092348e+26    9.83130535199075e+27    3.24026038992165e+25
11.47    1.18228241001560e+33    2.01689466456638e+26    9.86606970592374e+27    3.29499127136042e+25
11.48    1.18372755718719e+33    2.03875122310559e+26    9.90261959845369e+27    3.33665551752531e+25
11.49    1.18499141489408e+33    2.05272234205791e+26    9.93993646953318e+27    3.36546402982431e+25
11.50    1.18604928834973e+33    2.05829485754238e+26    9.97776343192158e+27    3.38044705769540e+25
11.51    1.18693243243843e+33    2.05635972949991e+26    1.00152701978768e+28    3.38297963551075e+25
11.52    1.18763737847716e+33    2.04511661668844e+26    1.00521304333794e+28    3.37000109613871e+25
11.53    1.18820079949681e+33    2.02746342528925e+26    1.00880053696597e+28    3.34619980313141e+25
11.54    1.18863524801636e+33    2.00167782100961e+26    1.01225278451129e+28    3.30866603200589e+25
11.55    1.18897165896599e+33    1.96939524148700e+26    1.01555184053363e+28    3.26003204940938e+25
11.56    1.18925203659984e+33    1.93102127746043e+26    1.01871441910248e+28    3.20094548102599e+25
11.57    1.18949625743298e+33    1.88768795412275e+26    1.02175034506894e+28    3.13324054169558e+25
11.58    1.18974038375220e+33    1.84063169420519e+26    1.02470439631719e+28    3.05897078687101e+25
11.59    1.19001186944228e+33    1.79057468253920e+26    1.02754662084649e+28    2.97933196260878e+25
11.60    1.19032185034523e+33    1.73833515841013e+26    1.03032130522324e+28    2.89569402589590e+25
11.61    1.19069332484676e+33    1.68540152538909e+26    1.03308501141932e+28    2.81056254803548e+25
11.62    1.19113128821815e+33    1.63208785950785e+26    1.03583254179136e+28    2.72448202856096e+25
11.63    1.19162863912917e+33    1.57928469664210e+26    1.03856059276849e+28    2.63895257421547e+25
11.64    1.19219608202700e+33    1.52841377013481e+26    1.04129057317805e+28    2.55638861991543e+25
11.65    1.19282243117241e+33    1.47801808394888e+26    1.04398686500423e+28    2.47437072771845e+25
11.66    1.19349527022736e+33    1.42885989529710e+26    1.04664780219934e+28    2.39418730941673e+25
11.67    1.19421834243191e+33    1.38163956671914e+26    1.04926715310335e+28    2.31703726913476e+25
11.68    1.19500062501985e+33    1.33700013642731e+26    1.05180706934003e+28    2.24402427212178e+25
11.69    1.19583608780064e+33    1.29345523056944e+26    1.05425073084962e+28    2.17266793932075e+25
11.70    1.19672486005565e+33    1.25324126012503e+26    1.05654938042332e+28    2.10673657539401e+25
11.71    1.19768089565956e+33    1.21544877893718e+26    1.05869697508159e+28    2.04472842192201e+25
11.72    1.19872520594280e+33    1.18027805060132e+26    1.06068457360364e+28    1.98701073161414e+25
11.73    1.19984906654229e+33    1.14947614441054e+26    1.06248068098065e+28    1.93653283834080e+25
11.74    1.20106474906670e+33    1.12224216017616e+26    1.06411258653013e+28    1.89197256293969e+25
11.75    1.20237604827983e+33    1.09933762252104e+26    1.06557167642076e+28    1.85463988571024e+25
11.76    1.20379108809450e+33    1.08100200322396e+26    1.06686471271714e+28    1.82496678878455e+25
11.77    1.20527843515144e+33    1.06795760132546e+26    1.06798135648284e+28    1.80417586254371e+25
11.78    1.20686802363721e+33    1.05886094837837e+26    1.06902072715978e+28    1.79004221983351e+25
11.79    1.20852457241141e+33    1.05487896060053e+26    1.06995389280735e+28    1.78454090839620e+25
11.80    1.21024484123112e+33    1.05666708569104e+26    1.07079532629719e+28    1.78880078842776e+25
11.81    1.21201741933379e+33    1.06166720807312e+26    1.07162838649218e+28    1.79851043502284e+25
11.82    1.21384870111875e+33    1.07150695797961e+26    1.07246918004355e+28    1.81644087191846e+25
11.83    1.21572302892543e+33    1.08568504730247e+26    1.07336944827935e+28    1.84175892689808e+25
11.84    1.21763571734444e+33    1.10255355885376e+26    1.07433528508951e+28    1.87167331585953e+25
11.85    1.21959189458610e+33    1.12375551012584e+26    1.07538486699488e+28    1.90898332765854e+25
11.86    1.22160483835571e+33    1.14761587409225e+26    1.07658611475733e+28    1.95086249910184e+25
11.87    1.22368185749314e+33    1.17526272375809e+26    1.07793949297652e+28    1.99923857068187e+25
11.88    1.22581865302089e+33    1.20554158962222e+26    1.07943453280705e+28    2.05214868481109e+25
11.89    1.22804765609724e+33    1.23845897481429e+26    1.08112599649106e+28    2.10964054528347e+25
11.90    1.23036631036223e+33    1.27399932764552e+26    1.08297179978775e+28    2.17167877958217e+25
11.91    1.23279655255526e+33    1.31281037210063e+26    1.08495285030442e+28    2.23940991908194e+25
11.92    1.23532858031059e+33    1.35429111291838e+26    1.08706174842107e+28    2.31180299848425e+25
11.93    1.23797650828409e+33    1.39847181102523e+26    1.08926524163313e+28    2.38894659205421e+25
11.94    1.24074066543767e+33    1.44603239717652e+26    1.09152388167669e+28    2.47202091291278e+25
11.95    1.24362763421804e+33    1.49636948295000e+26    1.09384797116524e+28    2.56002615184297e+25
11.96    1.24660186822926e+33    1.54948557650612e+26    1.09618998025307e+28    2.65296573248987e+25
11.97    1.24968303592683e+33    1.60611523149707e+26    1.09853534130372e+28    2.75214390098608e+25
11.98    1.25282973615844e+33    1.66558713370701e+26    1.10083837798556e+28    2.85640971148351e+25
11.99    1.25605857441808e+33    1.72719978426983e+26    1.10318440460463e+28    2.96459446449038e+25
12.00    1.25934654577060e+33    1.79093386980471e+26    1.10551570879641e+28    3.07668649040375e+25
12.01    1.26268474268834e+33    1.85525579167642e+26    1.10791273956818e+28    3.19005507798218e+25
12.02    1.26606476501941e+33    1.92086795013776e+26    1.11039483755412e+28    3.30592099192772e+25
12.03    1.26948102593251e+33    1.98539946739006e+26    1.11297991181295e+28    3.42021757407335e+25
12.04    1.27293232086569e+33    2.04793548809940e+26    1.11567491666337e+28    3.53135465706130e+25
12.05    1.27643962774124e+33    2.10756923813957e+26    1.11858274282484e+28    3.63779872617025e+25
12.06    1.27997990115893e+33    2.16497790520605e+26    1.12165683610284e+28    3.74068475611569e+25
12.07    1.28356500129649e+33    2.21672019432928e+26    1.12494876919617e+28    3.83407602717123e+25
12.08    1.28720620035559e+33    2.26428326807517e+26    1.12847834185444e+28    3.92052733910560e+25
12.09    1.29088056841062e+33    2.30575230773030e+26    1.13216078797860e+28    3.99666956806413e+25
12.10    1.29460820758751e+33    2.34354259535575e+26    1.13604069443924e+28    4.06670672738643e+25
12.11    1.29839129328394e+33    2.37662117893036e+26    1.14012000656610e+28    4.12882996456617e+25
12.12    1.30219501464580e+33    2.40654127748435e+26    1.14427795616464e+28    4.18566540687303e+25
12.13    1.30604445105656e+33    2.43411441007520e+26    1.14853671567617e+28    4.23866861006296e+25
12.14    1.30990327768655e+33    2.45920424273079e+26    1.15283666024872e+28    4.28753294373593e+25
12.15    1.31379199408246e+33    2.48631580428443e+26    1.15716557291190e+28    4.34015038890371e+25
12.16    1.31768527509593e+33    2.51271875731239e+26    1.16151130530332e+28    4.39174497484153e+25
12.17    1.32159130907406e+33    2.54117427571717e+26    1.16579209387699e+28    4.44714953029901e+25
12.18    1.32551178911251e+33    2.57081737306460e+26    1.17006209318508e+28    4.50488899386165e+25
12.19    1.32942626071152e+33    2.60355093940727e+26    1.17426502039969e+28    4.56829710164038e+25
12.20    1.33335168860866e+33    2.63756771798184e+26    1.17841176035938e+28    4.63425260364059e+25
12.21    1.33726662419370e+33    2.67288174156126e+26    1.18246334258479e+28    4.70278076388559e+25
12.22    1.34117328901460e+33    2.70953097415620e+26    1.18651067358328e+28    4.77399954444769e+25
12.23    1.34505028920156e+33    2.74458393443698e+26    1.19043722539280e+28    4.84271586282026e+25
12.24    1.34890359019842e+33    2.77801863523944e+26    1.19434859231962e+28    4.90894490654175e+25
12.25    1.35269446228370e+33    2.80974043336284e+26    1.19817554862390e+28    4.97245308085468e+25
12.26    1.35640755867110e+33    2.83768603652648e+26    1.20196460059045e+28    5.02955605231516e+25
12.27    1.36003770329238e+33    2.86278818320487e+26    1.20572813885653e+28    5.08191106962523e+25
12.28    1.36355285871374e+33    2.88289862256547e+26    1.20946572886493e+28    5.12560507059314e+25
12.29    1.36693880308895e+33    2.89893027078392e+26    1.21320215195616e+28    5.16221665709668e+25
12.30    1.37018497753915e+33    2.90973868857878e+26    1.21691327262976e+28    5.18960956710598e+25
12.31    1.37329674255036e+33    2.91627112559170e+26    1.22066529337880e+28    5.20943998546303e+25
12.32    1.37624785406114e+33    2.91633904519345e+26    1.22444375724231e+28    5.21766325331833e+25
12.33    1.37907145775606e+33    2.91402938304589e+26    1.22825615778833e+28    5.22160806275127e+25
12.34    1.38175929503242e+33    2.90823880204037e+26    1.23210439189725e+28    5.21920297760813e+25
12.35    1.38433073233998e+33    2.89894808585030e+26    1.23598535932004e+28    5.21040023263648e+25
12.36    1.38679057040885e+33    2.88924832068719e+26    1.23983657389781e+28    5.20072416611612e+25
12.37    1.38917468428618e+33    2.87712984772691e+26    1.24371355516022e+28    5.18659305343678e+25
12.38    1.39148822874464e+33    2.86572643688934e+26    1.24752375766280e+28    5.17364815522862e+25
12.39    1.39373134933954e+33    2.85715876135600e+26    1.25122903484164e+28    5.16570231127496e+25
12.40    1.39592219698452e+33    2.84947571773575e+26    1.25483158261094e+28    5.15930521693812e+25
12.41    1.39808725881783e+33    2.84589022799166e+26    1.25826069933833e+28    5.16029105267421e+25
12.42    1.40021464992451e+33    2.84547008274958e+26    1.26144901476076e+28    5.16698145887105e+25
12.43    1.40231314743701e+33    2.85146961461469e+26    1.26441704231566e+28    5.18532039562164e+25
12.44    1.40440555832337e+33    2.86196367419456e+26    1.26711713335389e+28    5.21185016724337e+25
12.45    1.40648332649195e+33    2.87917396389085e+26    1.26950865375961e+28    5.25062911541295e+25
12.46    1.40856551402918e+33    2.90432110727211e+26    1.27159309608621e+28    5.30392867483458e+25
12.47    1.41063970363018e+33    2.93649630840418e+26    1.27340440870906e+28    5.37010884744821e+25
12.48    1.41275368894487e+33    2.97586678063645e+26    1.27495409347353e+28    5.44956747952008e+25
12.49    1.41490042397997e+33    3.02469110228409e+26    1.27623067187636e+28    5.54645587861337e+25
12.50    1.41706285280338e+33    3.08090691252424e+26    1.27724564882865e+28    5.65701073653757e+25
12.51    1.41928928275619e+33    3.14573641928221e+26    1.27812085189644e+28    5.78360162471255e+25
12.52    1.42155147557211e+33    3.21700731866085e+26    1.27884233940196e+28    5.92224917540586e+25
12.53    1.42387882412772e+33    3.29477034917116e+26    1.27949064267028e+28    6.07314149253606e+25
12.54    1.42624338436915e+33    3.37672971319778e+26    1.28007222047240e+28    6.23205286457458e+25
12.55    1.42867615879285e+33    3.46175456892590e+26    1.28068215607395e+28    6.39701432817591e+25
12.56    1.43113124835616e+33    3.54978163412619e+26    1.28135625033553e+28    6.56787616370715e+25
12.57    1.43363435672605e+33    3.63730904293657e+26    1.28216413856159e+28    6.73827857698174e+25
12.58    1.43616797420154e+33    3.72305894142141e+26    1.28308530927055e+28    6.90583033394763e+25
12.59    1.43871465138743e+33    3.80700245597922e+26    1.28421132162913e+28    7.07048808911853e+25
12.60    1.44127085851625e+33    3.88543447586973e+26    1.28553092446546e+28    7.22540155245026e+25
12.61    1.44383301176475e+33    3.95826001273149e+26    1.28704900166439e+28    7.37033817538916e+25
12.62    1.44638335897109e+33    4.02542792036895e+26    1.28873707313454e+28    7.50518182144778e+25
12.63    1.44892827482361e+33    4.08562305049363e+26    1.29065940451397e+28    7.62749070539496e+25
12.64    1.45144177964474e+33    4.13608745500118e+26    1.29275593115690e+28    7.73199837561804e+25
12.65    1.45393805260993e+33    4.18325844803547e+26    1.29496649039647e+28    7.83073389172670e+25
12.66    1.45637811062167e+33    4.22174742426497e+26    1.29728271470663e+28    7.91350083805714e+25
12.67    1.45878271297038e+33    4.25409445018141e+26    1.29968361006191e+28    7.98509799821074e+25
12.68    1.46110009081007e+33    4.28278420919754e+26    1.30214587610555e+28    8.05002840326824e+25
12.69    1.46335552077803e+33    4.30372938075045e+26    1.30462417430513e+28    8.10066287828708e+25
12.70    1.46549359238814e+33    4.32214063698410e+26    1.30708372051064e+28    8.14668566750484e+25
12.71    1.46750611017114e+33    4.33657289870617e+26    1.30950959522949e+28    8.18530234972732e+25
12.72    1.46937847741067e+33    4.34560308856645e+26    1.31186401373510e+28    8.21384203330890e+25
12.73    1.47108321935211e+33    4.35047561299956e+26    1.31416741286216e+28    8.23452412827453e+25
12.74    1.47262293273959e+33    4.35253696203355e+26    1.31641289836105e+28    8.24990232809625e+25
12.75    1.47395519748989e+33    4.35167141463631e+26    1.31855103590331e+28    8.25959952171678e+25
12.76    1.47512432236724e+33    4.34379768911516e+26    1.32062105947097e+28    8.25590259965718e+25
12.77    1.47609880396557e+33    4.33431776643892e+26    1.32259194953682e+28    8.24894050307510e+25
12.78    1.47691183369722e+33    4.32048656054815e+26    1.32447099004613e+28    8.23344545342222e+25
12.79    1.47757240434091e+33    4.30502037777784e+26    1.32619275134479e+28    8.21450883935902e+25
12.80    1.47814474168356e+33    4.28525408866731e+26    1.32777271521816e+28    8.18708755643375e+25
12.81    1.47861735766919e+33    4.26937638066656e+26    1.32919153178686e+28    8.16666795791568e+25
12.82    1.47907793661560e+33    4.25205093926789e+26    1.33043041357892e+28    8.14315660734359e+25
12.83    1.47952812016612e+33    4.23878563808158e+26    1.33148713643080e+28    8.12700082988746e+25
12.84    1.48001947320577e+33    4.22973449368965e+26    1.33237839066615e+28    8.11858101102216e+25
12.85    1.48057161686295e+33    4.22497146775104e+26    1.33306640566398e+28    8.11800183278402e+25
12.86    1.48122808252335e+33    4.22739266761558e+26    1.33361909929117e+28    8.13092398256352e+25
