# w(eV)  Rpp                     Rps                     Rsp                     Rss
04.51    1.97080254677551e+31    4.25378037104690e+28    4.14949927730386e+27    3.18040057867795e+27
04.52    1.90728976776851e+31    4.90328627664071e+28    3.69675933113813e+27    3.63507647754231e+27
04.53    1.86534234231038e+31    5.64641052284034e+28    3.25674760091011e+27    4.14960436579200e+27
04.54    1.84267310586048e+31    6.44781789032013e+28    2.84122463932181e+27    4.69732249340553e+27
04.55    1.83698235368843e+31    7.27295549174425e+28    2.45695604689299e+27    5.25345012743425e+27
04.56    1.84612713718420e+31    8.08853555399872e+28    2.10730507618840e+27    5.79534982502840e+27
04.57    1.86810937043191e+31    8.86385890387949e+28    1.79366669165147e+27    6.30314041795359e+27
04.58    1.90095653246787e+31    9.57238135998485e+28    1.51663969180597e+27    6.76056396249770e+27
04.59    1.94275543769290e+31    1.01927752627462e+29    1.27669853966251e+27    7.15530808630193e+27
04.60    1.99152636014725e+31    1.07099699008150e+29    1.07454106797269e+27    7.47938223488787e+27
04.61    2.04538847383005e+31    1.11163097801584e+29    9.10921984967034e+26    7.72959651207252e+27
04.62    2.10231330521127e+31    1.14110417188490e+29    7.86492849022768e+26    7.90705271806066e+27
04.63    2.16052797958531e+31    1.16011454243836e+29    7.01482894674564e+26    8.01756609553168e+27
04.64    2.21833891393774e+31    1.17000751445880e+29    6.55147643701543e+26    8.07083300834918e+27
04.65    2.27429589421596e+31    1.17272079512656e+29    6.45817609625087e+26    8.08010845732680e+27
04.66    2.32722127503921e+31    1.17057669930009e+29    6.70613907793493e+26    8.06092244519334e+27
04.67    2.37632801974446e+31    1.16621361780653e+29    7.25958642494877e+26    8.03075655668483e+27
04.68    2.42116490979061e+31    1.16234417232850e+29    8.07566023968704e+26    8.00756809589688e+27
04.69    2.46157086686633e+31    1.16156334598237e+29    9.10976081631164e+26    8.00856748964776e+27
04.70    2.49772953984893e+31    1.16620915668867e+29    1.03188107043166e+27    8.04938272119969e+27
04.71    2.52998548807822e+31    1.17813189066634e+29    1.16630695249885e+27    8.14238831181586e+27
04.72    2.55888001067192e+31    1.19865270646108e+29    1.31081196181362e+27    8.29661308298129e+27
04.73    2.58494896290666e+31    1.22835523291322e+29    1.46238377496874e+27    8.51602265088374e+27
04.74    2.60867802872539e+31    1.26706269760267e+29    1.61836584128013e+27    8.79949528185136e+27
04.75    2.63067008267260e+31    1.31394291953541e+29    1.77634524550583e+27    9.14143458145825e+27
04.76    2.65123161693139e+31    1.36742654866132e+29    1.93381467714949e+27    9.53110057206638e+27
04.77    2.67075837412979e+31    1.42544133113259e+29    2.08815716656859e+27    9.95412889475552e+27
04.78    2.68946061748434e+31    1.48554239812406e+29    2.23635871635688e+27    1.03936081306469e+28
04.79    2.70748509008598e+31    1.54510272326612e+29    2.37533337279351e+27    1.08310592462136e+28
04.80    2.72489891004654e+31    1.60156819144073e+29    2.50173255878021e+27    1.12485283169287e+28
04.81    2.74164877777862e+31    1.65257949026456e+29    2.61206057540220e+27    1.16292028773570e+28
04.82    2.75756090946840e+31    1.69617364185675e+29    2.70309693951231e+27    1.19589143432933e+28
04.83    2.77249304251140e+31    1.73090833374550e+29    2.77232806234820e+27    1.22271777017365e+28
04.84    2.78601761048227e+31    1.75583695798296e+29    2.81757081705175e+27    1.24268048665663e+28
04.85    2.79784601321788e+31    1.77057663452072e+29    2.83764765508356e+27    1.25545849221277e+28
04.86    2.80760675981652e+31    1.77520936312622e+29    2.83225981718290e+27    1.26106376050558e+28
04.87    2.81506711029752e+31    1.77025989346177e+29    2.80190032089074e+27    1.25982418990455e+28
04.88    2.82014134516933e+31    1.75649126748577e+29    2.74790198828023e+27    1.25224107711380e+28
04.89    2.82298405924751e+31    1.73487802138507e+29    2.67245590738564e+27    1.23897644577910e+28
04.90    2.82399342054866e+31    1.70639808849173e+29    2.57781166541087e+27    1.22069616073542e+28
04.91    2.82405543447815e+31    1.67206051194941e+29    2.46687596351994e+27    1.19811275104689e+28
04.92    2.82428562218492e+31    1.63264332886496e+29    2.34243460581250e+27    1.17176920697161e+28
04.93    2.82605532440710e+31    1.58876406168380e+29    2.20723331956394e+27    1.14210199255422e+28
04.94    2.83094269417788e+31    1.54076998008480e+29    2.06392640124585e+27    1.10935596343927e+28
04.95    2.84088427662279e+31    1.48898797176212e+29    1.91521696087390e+27    1.07377503638888e+28
04.96    2.85750156211053e+31    1.43347787242969e+29    1.76356844190892e+27    1.03539841173857e+28
04.97    2.88249977203992e+31    1.37437663191866e+29    1.61164853780115e+27    9.94319623810178e+27
04.98    2.91727827842602e+31    1.31185527843589e+29    1.46222089842448e+27    9.50660784715731e+27
04.99    2.96307583613123e+31    1.24625903017069e+29    1.31815682872452e+27    9.04656789322881e+27
05.00    3.02054876831774e+31    1.17808657493694e+29    1.18226622290174e+27    8.56652355376553e+27
05.01    3.09000920076562e+31    1.10800602671878e+29    1.05716876474502e+27    8.07121090221827e+27
05.02    3.17123620586525e+31    1.03678895286882e+29    9.44959533621951e+26    7.56598062704938e+27
05.03    3.26350881545722e+31    9.65253513627691e+28    8.47000842061779e+26    7.05662646966967e+27
05.04    3.36555280291242e+31    8.94134883179868e+28    7.63676771080925e+26    6.54834470394852e+27
05.05    3.47565614644569e+31    8.24021011893515e+28    6.94382989182088e+26    6.04527567203870e+27
05.06    3.59169927203206e+31    7.55291517685744e+28    6.37612038677871e+26    5.55012082727571e+27
05.07    3.71124703895518e+31    6.88107258581224e+28    5.91176961010473e+26    5.06409782310784e+27
05.08    3.83185906664601e+31    6.22466851906260e+28    5.52609096536469e+26    4.58723405040098e+27
05.09    3.95095099707530e+31    5.58261515779410e+28    5.19499260591959e+26    4.11884990473558e+27
05.10    4.06640430090879e+31    4.95422383565994e+28    4.89936568426627e+26    3.65867365686809e+27
05.11    4.17632182168403e+31    4.33997331977565e+28    4.62749738700825e+26    3.20730489141097e+27
05.12    4.27933193952638e+31    3.74254098266005e+28    4.37759835319159e+26    2.76705150772125e+27
05.13    4.37487110320362e+31    3.16745197525977e+28    4.15838507458531e+26    2.34234543127120e+27
05.14    4.46279371297147e+31    2.62299153844362e+28    3.98918243534498e+26    1.93966850301814e+27
05.15    4.54320611797292e+31    2.11965167265678e+28    3.89790188925794e+26    1.56707412168674e+27
05.16    4.61710688499903e+31    1.66970549324202e+28    3.91966025337388e+26    1.23390232530915e+27
05.17    4.68541874815231e+31    1.28582135519262e+28    4.09329931862450e+26    9.49669437623638e+26
05.18    4.74907792188397e+31    9.79942734528470e+27    4.45713844217438e+26    7.23257078087828e+26
05.19    4.80949677977790e+31    7.62468743660145e+27    5.04561615168305e+26    5.62320077285610e+26
05.20    4.86768320675461e+31    6.41287550796322e+27    5.88301991296973e+26    4.72570168177207e+26
05.21    4.92428072998382e+31    6.21446674949971e+27    6.97976581956017e+26    4.57578855598409e+26
05.22    4.98022804281823e+31    7.05011539768781e+27    8.32921584962819e+26    5.18698941622116e+26
05.23    5.03618758788579e+31    8.91213822345007e+27    9.90566904396447e+26    6.55201764230791e+26
05.24    5.09250265653020e+31    1.17671870418890e+28    1.16642874417048e+27    8.64494093577736e+26
05.25    5.14973107834305e+31    1.55581482515788e+28    1.35454729626378e+27    1.14227515462516e+27
05.26    5.20848115669222e+31    2.02085086701067e+28    1.54795044750383e+27    1.48286253515110e+27
05.27    5.26928413954234e+31    2.56200417773697e+28    1.73928339165152e+27    1.87900276696947e+27
05.28    5.33308819235305e+31    3.16745187426558e+28    1.92165135702821e+27    2.32203448898557e+27
05.29    5.40089586722109e+31    3.82278442433592e+28    2.08907915008641e+27    2.80141945800367e+27
05.30    5.47402405764947e+31    4.51097982098322e+28    2.23718350737759e+27    3.30472824339684e+27
05.31    5.55395596294544e+31    5.21181539575556e+28    2.36342068133436e+27    3.81722326047039e+27
05.32    5.64250130768137e+31    5.90248419982316e+28    2.46739344464812e+27    4.32229301169799e+27
05.33    5.74177332026400e+31    6.55818436230430e+28    2.55095051168560e+27    4.80195006645140e+27
05.34    5.85391327873449e+31    7.15330036769108e+28    2.61787561027277e+27    5.23758984309919e+27
05.35    5.98117463260110e+31    7.66335440787745e+28    2.67362907674000e+27    5.61146511423098e+27
05.36    6.12582909035178e+31    8.06709310793713e+28    2.72476598834484e+27    5.90821057594265e+27
05.37    6.29018352832999e+31    8.34885078822289e+28    2.77829974722120e+27    6.11659121712794e+27
05.38    6.47597428463205e+31    8.49931115054984e+28    2.84042984486780e+27    6.22985393633902e+27
05.39    6.68472393366200e+31    8.51696487890006e+28    2.91610575796111e+27    6.24699191092602e+27
05.40    6.91730837505095e+31    8.40788472978938e+28    3.00820988304567e+27    6.17244957067858e+27
05.41    7.17364719739466e+31    8.18415683748014e+28    3.11709186142717e+27    6.01493437371227e+27
05.42    7.45251273840668e+31    7.86238095863819e+28    3.24037815136223e+27    5.78633877598961e+27
05.43    7.75177706676510e+31    7.46201136291636e+28    3.37354563486421e+27    5.50067420328237e+27
05.44    8.06756440019356e+31    7.00314156174635e+28    3.50968253842631e+27    5.17222518668604e+27
05.45    8.39484887315464e+31    6.50449576352656e+28    3.64064529385378e+27    4.81433416163466e+27
05.46    8.72736047008565e+31    5.98294120464409e+28    3.75730701683818e+27    4.43895167921850e+27
05.47    9.05776883395316e+31    5.45258724195620e+28    3.85047402180201e+27    4.05605462024570e+27
05.48    9.37827297494599e+31    4.92475082572201e+28    3.91158996502363e+27    3.67362827387408e+27
05.49    9.68093782130359e+31    4.40800392505340e+28    3.93353585776424e+27    3.29772927289705e+27
05.50    9.95847188768393e+31    3.90903607334524e+28    3.91133222094321e+27    2.93313483433727e+27
05.51    1.02047224547911e+32    3.43248286504221e+28    3.84242949613616e+27    2.58321256510108e+27
05.52    1.04151239172672e+32    2.98187786297352e+28    3.72711064444636e+27    2.25062776114457e+27
05.53    1.05872134481826e+32    2.55991141303830e+28    3.56829918983514e+27    1.93753009079540e+27
05.54    1.07205530478111e+32    2.16834932021937e+28    3.37116195312157e+27    1.64546289395508e+27
05.55    1.08168702350765e+32    1.80880056855923e+28    3.14252125340067e+27    1.37592320253257e+27
05.56    1.08794770273044e+32    1.48241419107620e+28    2.89006951765439e+27    1.13009739562791e+27
05.57    1.09129871051949e+32    1.19017136959009e+28    2.62170867780013e+27    9.09061354672752e+26
05.58    1.09227762260711e+32    9.32849812844661e+27    2.34496724882515e+27    7.13722228428074e+26
05.59    1.09144122716250e+32    7.11203366479972e+27    2.06666438582696e+27    5.44940889469753e+26
05.60    1.08931282862968e+32    5.25808403610012e+27    1.79272572851101e+27    4.03401989742244e+26
05.61    1.08634434391690e+32    3.76939961615283e+27    1.52811018863447e+27    2.89513488152970e+26
05.62    1.08289693391515e+32    2.64375628941107e+27    1.27702528761071e+27    2.03260188455166e+26
05.63    1.07924347776768e+32    1.87175011364672e+27    1.04301861518544e+27    1.44038140648147e+26
05.64    1.07553551315703e+32    1.43366867856537e+27    8.29058800699316e+26    1.10422199550296e+26
05.65    1.07184395002566e+32    1.29726456915394e+27    6.37593206962159e+26    1.00001331583839e+26
05.66    1.06816618557122e+32    1.41738455524735e+27    4.70550280281144e+26    1.09354359046023e+26
05.67    1.06445327601570e+32    1.73722082169490e+27    3.29268037470578e+26    1.34147351899889e+26
05.68    1.06061635024555e+32    2.19129676276991e+27    2.14339752187062e+26    1.69362467721348e+26
05.69    1.05657950196727e+32    2.71133878763200e+27    1.25593331916731e+26    2.09748346518513e+26
05.70    1.05225646456571e+32    3.23251086461933e+27    6.20227317008777e+25    2.50299717267555e+26
05.71    1.04759904261182e+32    3.69862530426515e+27    2.18722471245582e+25    2.86660611571616e+26
05.72    1.04258777644982e+32    4.06755095421760e+27    2.73906558315457e+24    3.15546088620674e+26
05.73    1.03724331669883e+32    4.31316457274994e+27    1.73085556440312e+24    3.34900339428632e+26
05.74    1.03163413324678e+32    4.42429385207588e+27    1.56755857888009e+25    3.43820749572979e+26
05.75    1.02586194466777e+32    4.40423144749616e+27    4.12889255421573e+25    3.42529736336764e+26
05.76    1.02007505607313e+32    4.26672689096450e+27    7.53343380605754e+25    3.32068779161607e+26
05.77    1.01446364462938e+32    4.03384614655026e+27    1.14746322076620e+26    3.14135566827508e+26
05.78    1.00925410650901e+32    3.73223368862420e+27    1.56707726865926e+26    2.90795687852113e+26
05.79    1.00469182035205e+32    3.39217713993805e+27    1.98679371600072e+26    2.64408380058508e+26
05.80    1.00104755387344e+32    3.04517545511866e+27    2.38439551168541e+26    2.37435354551315e+26
05.81    9.98584209142142e+31    2.72243393442740e+27    2.74059031129433e+26    2.12320099698559e+26
05.82    9.97559616556462e+31    2.45328103800154e+27    3.03922267028513e+26    1.91361396711952e+26
05.83    9.98194634011318e+31    2.26436213003187e+27    3.26674134904663e+26    1.76648358489232e+26
05.84    1.00066404823597e+32    2.17636377841081e+27    3.41256750616249e+26    1.69803930671470e+26
05.85    1.00506873249634e+32    2.20634083875254e+27    3.46870966106789e+26    1.72167267693282e+26
05.86    1.01141625345619e+32    2.36487104325665e+27    3.43061627158590e+26    1.84573685198738e+26
05.87    1.01963828577544e+32    2.65748910663384e+27    3.29693981531296e+26    2.07468922592806e+26
05.88    1.02955789237253e+32    3.08498328489319e+27    3.07088645423866e+26    2.40934752545821e+26
05.89    1.04089941215732e+32    3.64418991875490e+27    2.76067777886817e+26    2.84751849968106e+26
05.90    1.05330915563099e+32    4.32791326486230e+27    2.38031454050531e+26    3.38393503279095e+26
05.91    1.06637120631087e+32    5.12592167625555e+27    1.95044247374659e+26    4.01101927577931e+26
05.92    1.07962563726045e+32    6.02403737856987e+27    1.49795593176662e+26    4.71813143878160e+26
05.93    1.09259984166356e+32    7.00500799277785e+27    1.05557311435259e+26    5.49221854673431e+26
05.94    1.10485636101574e+32    8.04892451359144e+27    6.60237355219715e+25    6.31809083996971e+26
05.95    1.11600111358531e+32    9.13372118844866e+27    3.50625094955924e+25    7.17877156468981e+26
05.96    1.12572428984528e+32    1.02349547343484e+28    1.63932461628317e+25    8.05528788029313e+26
05.97    1.13381173450070e+32    1.13294929408174e+28    1.32450011328880e+25    8.92956151576616e+26
05.98    1.14015849587974e+32    1.23931871268135e+28    2.80095254180119e+25    9.78255976984546e+26
05.99    1.14476931773590e+32    1.34038508914475e+28    6.19687614757315e+25    1.05966619173907e+27
06.00    1.14776431910342e+32    1.43404719310254e+28    1.15139981258264e+26    1.13550372384725e+27
06.01    1.14934251848418e+32    1.51831703910658e+28    1.86233644693229e+26    1.20416484510245e+27
06.02    1.14979982103386e+32    1.59134034587809e+28    2.72800822449225e+26    1.26414305349705e+27
06.03    1.14945983649186e+32    1.65136547168167e+28    3.71458450715133e+26    1.31400048293565e+27
06.04    1.14869855229991e+32    1.69677986244994e+28    4.78206718499542e+26    1.35240458436180e+27
06.05    1.14789613372923e+32    1.72607899496564e+28    5.88779830077080e+26    1.37809524751058e+27
06.06    1.14742551485280e+32    1.73800194400846e+28    6.98992062338013e+26    1.38999910799348e+27
06.07    1.14763984366282e+32    1.73151949213477e+28    8.04931893981356e+26    1.38721870641718e+27
06.08    1.14883688030831e+32    1.70591248573992e+28    9.03261255114954e+26    1.36909280254646e+27
06.09    1.15128716675192e+32    1.66087145793684e+28    9.91178061635478e+26    1.33528426128236e+27
06.10    1.15518988072622e+32    1.59658478867177e+28    1.06659882029845e+27    1.28585154681390e+27
06.11    1.16069251394484e+32    1.51393599778287e+28    1.12805814655078e+27    1.22141279007341e+27
06.12    1.16787846635308e+32    1.41451306443179e+28    1.17460488215596e+27    1.14316184279071e+27
06.13    1.17678345761101e+32    1.30087297483399e+28    1.20599536559550e+27    1.05309114158300e+27
06.14    1.18737749663718e+32    1.17641983271436e+28    1.22235596755109e+27    9.53896731733937e+26
06.15    1.19961101265015e+32    1.04542458414585e+28    1.22439159130234e+27    8.49008690342771e+26
06.16    1.21337235550856e+32    9.12769420989038e+27    1.21309132904850e+27    7.42382970959266e+26
06.17    1.22854963663745e+32    7.83629127657338e+27    1.19000161731713e+27    6.38245715312945e+26
06.18    1.24500128918829e+32    6.63074868002773e+27    1.15673663299303e+27    5.40767106463404e+26
06.19    1.26259740336601e+32    5.55675549751846e+27    1.11527514762545e+27    4.53731557347270e+26
06.20    1.28118782762880e+32    4.65155644341648e+27    1.06759792077430e+27    3.80247186792985e+26
06.21    1.30065667192493e+32    3.94207134342447e+27    1.01560525989872e+27    3.22586496356493e+26
06.22    1.32088504138978e+32    3.44420368268080e+27    9.61087856000310e+26    2.82119628386231e+26
06.23    1.34176756273751e+32    3.16295873820699e+27    9.05478832496405e+26    2.59320450281946e+26
06.24    1.36321366872441e+32    3.09434038378775e+27    8.49823426858789e+26    2.53918927084391e+26
06.25    1.38517217234877e+32    3.22642072229187e+27    7.94743597488919e+26    2.64987351769733e+26
06.26    1.40757797742108e+32    3.54110619729442e+27    7.40511067413425e+26    2.91088184998048e+26
06.27    1.43038290905811e+32    4.01535300151522e+27    6.87043979874035e+26    3.30372484025259e+26
06.28    1.45357945679753e+32    4.62172826969056e+27    6.34077883699472e+26    3.80627623900080e+26
06.29    1.47714231435392e+32    5.32990603136392e+27    5.81370033982289e+26    4.39400307967881e+26
06.30    1.50109477913905e+32    6.10725583133583e+27    5.28779438791545e+26    5.04041627341681e+26
06.31    1.52544368260950e+32    6.91979869372720e+27    4.76516693722536e+26    5.71783688403076e+26
06.32    1.55023798083479e+32    7.73389273823124e+27    4.25197995092404e+26    6.39875820811998e+26
06.33    1.57550432407267e+32    8.51724819742890e+27    3.75824858952687e+26    7.05662998684823e+26
06.34    1.60129571440998e+32    9.24082173752070e+27    3.29737419795880e+26    7.66746342456851e+26
06.35    1.62766085848684e+32    9.87985405303396e+27    2.88538612971763e+26    8.21061431958461e+26
06.36    1.65461299100076e+32    1.04150983846425e+28    2.53815668834443e+26    8.66986633787063e+26
06.37    1.68219490469408e+32    1.08332716612116e+28    2.26946005030603e+26    9.03380376885388e+26
06.38    1.71039403911093e+32    1.11276084018916e+28    2.08877120744717e+26    9.29634757624187e+26
06.39    1.73920335967748e+32    1.12974394773734e+28    1.99997418596174e+26    9.45639024496575e+26
06.40    1.76860207153617e+32    1.13478450204835e+28    2.00070543759431e+26    9.51762931095851e+26
06.41    1.79857095899505e+32    1.12886570626628e+28    2.08369196086237e+26    9.48771577214191e+26
06.42    1.82904148680660e+32    1.11333725684639e+28    2.23773264984156e+26    9.37743514275782e+26
06.43    1.86000035261068e+32    1.08982147028887e+28    2.44972250032728e+26    9.19991851860864e+26
06.44    1.89137481978089e+32    1.06004673611330e+28    2.70792678662123e+26    8.96928416117453e+26
06.45    1.92313517312883e+32    1.02570898470925e+28    3.00244145795318e+26    8.69948354824882e+26
06.46    1.95522518315663e+32    9.88485575847716e+27    3.32713929708830e+26    8.40443397815429e+26
06.47    1.98758121888444e+32    9.49784770174316e+27    3.68032151542358e+26    8.09585355057869e+26
06.48    2.02014680295677e+32    9.10733732362027e+27    4.06372212532045e+26    7.78322118609174e+26
06.49    2.05286764949943e+32    8.72301364199536e+27    4.48045439389327e+26    7.47471295699015e+26
06.50    2.08568679673740e+32    8.35121195533054e+27    4.93522828641452e+26    7.17575387294233e+26
06.51    2.11848485006340e+32    7.99612718685000e+27    5.42962957433043e+26    6.88996931412055e+26
06.52    2.15121491577714e+32    7.65928463409247e+27    5.96240115413049e+26    6.61873362498522e+26
06.53    2.18373400792275e+32    7.34166937698822e+27    6.52708199229467e+26    6.36297196937615e+26
06.54    2.21593225054565e+32    7.04328163962876e+27    7.11094655742800e+26    6.12278621704871e+26
06.55    2.24765388666809e+32    6.76388165128749e+27    7.69477288162637e+26    5.89804813273107e+26
06.56    2.27865943578966e+32    6.50332424312730e+27    8.25553317719953e+26    5.68872315539600e+26
06.57    2.30873232449514e+32    6.26179976807283e+27    8.76673274737747e+26    5.49505254106915e+26
06.58    2.33760221751094e+32    6.04021743928539e+27    9.20068374649295e+26    5.31792332755947e+26
06.59    2.36491877642798e+32    5.83967856894252e+27    9.53056840675879e+26    5.15837957428005e+26
06.60    2.39037935483122e+32    5.66183588591910e+27    9.73467219509624e+26    5.01797226508113e+26
06.61    2.41365074247863e+32    5.50828567544127e+27    9.79572066412437e+26    4.89819969340901e+26
06.62    2.43440927863781e+32    5.38045896691102e+27    9.70361417095828e+26    4.80045702952264e+26
06.63    2.45243007761846e+32    5.27984205108964e+27    9.45737338211562e+26    4.72617192493075e+26
06.64    2.46751665925359e+32    5.20689443715938e+27    9.06323083874356e+26    4.67589938746794e+26
06.65    2.47960040120502e+32    5.16163976592487e+27    8.53788243521185e+26    4.64979123551844e+26
06.66    2.48867785931585e+32    5.14254030016858e+27    7.90440271467100e+26    4.64660164403061e+26
06.67    2.49486854322250e+32    5.14676689072681e+27    7.19113255862018e+26    4.66390527306101e+26
06.68    2.49838790110043e+32    5.16989574797799e+27    6.43226107156196e+26    4.69779947132014e+26
06.69    2.49951943005431e+32    5.20585691674904e+27    5.66215533824517e+26    4.74285877983441e+26
06.70    2.49859884557624e+32    5.24714172308031e+27    4.91450941337896e+26    4.79229150966211e+26
06.71    2.49598885180010e+32    5.28598879110183e+27    4.22005176283090e+26    4.83903675342940e+26
06.72    2.49208526166810e+32    5.31522086732017e+27    3.60406099588385e+26    4.87653167589260e+26
06.73    2.48724174128659e+32    5.32923672961461e+27    3.08556481136888e+26    4.89961706053990e+26
06.74    2.48183011427313e+32    5.32494301933186e+27    2.67696020155452e+26    4.90542245386020e+26
06.75    2.47616585827225e+32    5.30244243805575e+27    2.38359659853390e+26    4.89403700843097e+26
06.76    2.47053224161769e+32    5.26403598702732e+27    2.20416858059371e+26    4.86757762719750e+26
06.77    2.46513364603161e+32    5.21411083823767e+27    2.13267209094330e+26    4.83010389988277e+26
06.78    2.46016725437798e+32    5.15765746056259e+27    2.15867125084867e+26    4.78626911760741e+26
06.79    2.45573654779473e+32    5.09943951377406e+27    2.26741997240787e+26    4.74053299891812e+26
06.80    2.45193030608061e+32    5.04270459797271e+27    2.44348880223773e+26    4.69595222418723e+26
06.81    2.44874537051372e+32    4.98935713352460e+27    2.66915832412828e+26    4.65433804893156e+26
06.82    2.44613323652467e+32    4.93930536377186e+27    2.92783525787338e+26    4.61564521480921e+26
06.83    2.44401788389536e+32    4.89085867707161e+27    3.20273114667505e+26    4.57829809000340e+26
06.84    2.44228406891872e+32    4.84097672510678e+27    3.47999293668564e+26    4.53946683869674e+26
06.85    2.44076693859769e+32    4.78579284096812e+27    3.74839890310910e+26    4.49548177106696e+26
06.86    2.43937925082906e+32    4.72031908455833e+27    3.99934752940854e+26    4.44161284918488e+26
06.87    2.43795236661174e+32    4.63966542117753e+27    4.22883043987016e+26    4.37316971146654e+26
06.88    2.43643085898813e+32    4.53860927605855e+27    4.43532209998154e+26    4.28513750750113e+26
06.89    2.43477441004564e+32    4.41300299862274e+27    4.62133552095813e+26    4.17346444423252e+26
06.90    2.43298702785221e+32    4.26002807881001e+27    4.79348628056527e+26    4.03534916702475e+26
06.91    2.43117659737158e+32    4.07915601637852e+27    4.95956211404107e+26    3.87016742343694e+26
06.92    2.42946510261074e+32    3.87301259807783e+27    5.12943600869668e+26    3.68028029314487e+26
06.93    2.42800738545887e+32    3.64793574646834e+27    5.31310257894855e+26    3.47162042188518e+26
06.94    2.42698209949414e+32    3.41387283649358e+27    5.52099198787269e+26    3.25360739947031e+26
06.95    2.42657796782973e+32    3.18319539131785e+27    5.76027555199182e+26    3.03804794556959e+26
06.96    2.42691872777865e+32    2.96953290136916e+27    6.03547918744179e+26    2.83800354719628e+26
06.97    2.42810850169769e+32    2.78538657956473e+27    6.34665848294081e+26    2.66553525785618e+26
06.98    2.43017823796228e+32    2.64007430212156e+27    6.68854897705333e+26    2.52971903595603e+26
06.99    2.43310539675426e+32    2.53820807726537e+27    7.05084252762094e+26    2.43513833782231e+26
07.00    2.43677596263190e+32    2.47865169502294e+27    7.41786423280965e+26    2.38087254101158e+26
07.01    2.44102863632926e+32    2.45426959289188e+27    7.76927565758437e+26    2.36022062169681e+26
07.02    2.44564544610997e+32    2.45293836004352e+27    8.08414760569725e+26    2.36162682798936e+26
07.03    2.45036297687783e+32    2.45855555843202e+27    8.34015231559782e+26    2.36963715626423e+26
07.04    2.45491702576944e+32    2.45309249008740e+27    8.51872206557968e+26    2.36686859854439e+26
07.05    2.45905052582543e+32    2.41861739520015e+27    8.60441388306727e+26    2.33594630601819e+26
07.06    2.46248093762727e+32    2.34019166234706e+27    8.58979476872636e+26    2.26232279764734e+26
07.07    2.46499083852940e+32    2.20831562423169e+27    8.47469151929173e+26    2.13667018782103e+26
07.08    2.46642276646679e+32    2.02111910486478e+27    8.26698016887654e+26    1.95704213515274e+26
07.09    2.46669100128421e+32    1.78554745790503e+27    7.98277203097781e+26    1.73006338857836e+26
07.10    2.46577003173138e+32    1.51690070133400e+27    7.64505028795179e+26    1.47052880905616e+26
07.11    2.46372660216936e+32    1.23684370329324e+27    7.28153924922556e+26    1.19948178737543e+26
07.12    2.46074688008126e+32    9.70177132799387e+26    6.92409197206386e+26    9.41070841571523e+25
07.13    2.45707542951251e+32    7.41049332647047e+26    6.60453440592565e+26    7.18850681953518e+25
07.14    2.45301682456552e+32    5.69707702765315e+26    6.35312919038699e+26    5.52574304577003e+25
07.15    2.44894801453981e+32    4.70256883666806e+26    6.19787951926521e+26    4.55984152921771e+25
07.16    2.44525481990767e+32    4.49773407241759e+26    6.16190180787713e+26    4.35931743380790e+25
07.17    2.44233889074485e+32    5.08722480766342e+26    6.26092503806030e+26    4.92786546438789e+25
07.18    2.44058079899932e+32    6.42187206957828e+26    6.50561842802393e+26    6.21652296307261e+25
07.19    2.44033567090598e+32    8.41287929120084e+26    6.90118347434746e+26    8.13779393224208e+25
07.20    2.44186541615890e+32    1.09482858288915e+27    7.44649144268785e+26    1.05820022445240e+26
07.21    2.44534646302431e+32    1.39043388867001e+27    8.13666640851222e+26    1.34285663949270e+26
07.22    2.45089879482597e+32    1.71584377126949e+27    8.96372822404990e+26    1.65587581456359e+26
07.23    2.45853978855801e+32    2.05950101912813e+27    9.91848745668830e+26    1.98613722217370e+26
07.24    2.46818968896511e+32    2.41150868406741e+27    1.09897880376594e+27    2.32418865463540e+26
07.25    2.47967536413827e+32    2.76397980581930e+27    1.21666766684400e+27    2.66256391474441e+26
07.26    2.49282105119186e+32    3.11112504946171e+27    1.34375683701105e+27    2.99584102517063e+26
07.27    2.50741954031342e+32    3.44902139574516e+27    1.47916832877941e+27    3.32039842362528e+26
07.28    2.52320535936057e+32    3.77530185372812e+27    1.62162677199987e+27    3.63410620138453e+26
07.29    2.53995681543177e+32    4.08803166727072e+27    1.76973729717748e+27    3.93522305275723e+26
07.30    2.55747560780663e+32    4.38498934964074e+27    1.92191621752864e+27    4.22169719037091e+26
07.31    2.57562834408038e+32    4.66276324951993e+27    2.07634813468742e+27    4.49031513768588e+26
07.32    2.59429705047821e+32    4.91647857107703e+27    2.23087861797857e+27    4.73641063570096e+26
07.33    2.61344963950554e+32    5.13937139011772e+27    2.38306322271258e+27    4.95347155485780e+26
07.34    2.63308427719701e+32    5.32353660909787e+27    2.53026259431242e+27    5.13384892344933e+26
07.35    2.65319629560414e+32    5.46060056901209e+27    2.66962760789294e+27    5.26940343030615e+26
07.36    2.67382224283859e+32    5.54308947129925e+27    2.79844259850117e+27    5.35283513382858e+26
07.37    2.69502077790661e+32    5.56551698396172e+27    2.91403450536250e+27    5.37872747327402e+26
07.38    2.71682497383288e+32    5.52561049119614e+27    3.01401955776840e+27    5.34471491159188e+26
07.39    2.73921112826247e+32    5.42523579606409e+27    3.09645200097943e+27    5.25243661633188e+26
07.40    2.76220097654879e+32    5.26990926884649e+27    3.15982845493258e+27    5.10703869570045e+26
07.41    2.78576690367546e+32    5.06887215534317e+27    3.20344261244308e+27    4.91728715510585e+26
